Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,Source URL,ToxVal_ID,Chemical_ID
,Kasugamycin,6980-18-3,C[C@H]([C@H](C[C@@H]1N)NC(C(O)=O)=N)O[C@@H]1O[C@@H]([C@@H]([C@H]([C@H]([C@@H]1O)O)O)O)[C@H]1O,DTXSID1040374,,188,188_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,379.365,0.0264,1.5791,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928767,ToxVal00025_68c87df8b9d586d0
,Oxadiazon,19666-30-9,CC(C)Oc(cc(c(Cl)c1)N2N=C(C(C)(C)C)OC2=O)c1Cl,DTXSID3024239,,189,189_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,8000,mg/kg,345.225,0.0232,1.6350,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928768,ToxVal00025_0fc578e839e7153d
,Siduron,1982-49-6,CC(CCCC1)C1NC(Nc1ccccc1)=O,DTXSID7032474,,190,190_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,7500,mg/kg,232.326,0.0323,1.4910,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928769,ToxVal00025_1b5c3f6d43a68c4a
,Metoxuron,19937-59-8,CN(C)C(Nc(cc1)cc(Cl)c1OC)=O,DTXSID1042158,,191,191_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,3200,mg/kg,228.678,0.0140,1.8541,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928770,ToxVal00025_01377436f0490efe
,Butylate,2008-41-5,CCSC(N(CC(C)C)CC(C)C)=O,DTXSID7023936,,192,192_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,4000,mg/kg,217.376,0.0184,1.7352,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928771,ToxVal00025_0f3cff28b52e6cb0
,Methiocarb,2032-65-7,Cc1cc(OC(NC)=O)cc(C)c1SC,DTXSID3032626,,193,193_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,20,mg/kg,225.311,0.0001,4.0518,,Joint FAO/WHO Meeting on Pesticide Residues Report 1999,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928772,ToxVal00025_b311f6be12d38500
,Spirotetramat,203313-25-1,CCOC(OC([C@](CC1)(CC[C@@H]1OC)NC1=O)=C1c1c(C)ccc(C)c1)=O,DTXSID7044342,,194,194_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,2000,mg/kg,373.447,0.0054,2.2712,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928773,ToxVal00025_afb902b7b8e7910c
,Copper hydroxide (Cu(OH)2),20427-59-2,O.O.[Cu],DTXSID6034473,,195,195_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1000,mg/kg,99.5758,0.0100,1.9982,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928774,ToxVal00025_db76b1d1702d8511
,Blasticidin-S,2079-00-7,CN(CC[C@H](CC(N[C@@H]1C=C[C@@H](N(C=CC(N)=N2)C2=O)O[C@H]1C(O)=O)=O)N)C(N)=N,DTXSID0058015,,196,196_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,16,mg/kg,422.444,0.0000,4.4216,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928775,ToxVal00025_9fd80a9667d0b668
,EPN,2104-64-5,CCOP(c1ccccc1)(Oc(cc1)ccc1[N+]([O-])=O)=S,DTXSID7022174,,197,197_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,14,mg/kg,323.308,0.0000,4.3635,,See note 4; International Chemical Safety Card 753,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928776,ToxVal00025_8e95e81d91db51e4
,Metribuzin,21087-64-9,CC(C)(C)C(C(N1N)=O)=NN=C1SC,DTXSID6024204,,198,198_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,322,mg/kg,214.292,0.0015,2.8232,,International Chemical Safety Card 516,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928777,ToxVal00025_1a88f9c04fe2e3ff
,lambda-Cyhalothrin,91465-08-6,CC(C)(C1C=C(C(F)(F)F)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID7032559,,199,199_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,56,mg/kg,449.855,0.0001,3.9049,,Environmental Health Criteria Monograph 142; Health and Safety Guide 38; Joint FAO/WHO Meeting on Pesticide Residues Report 2009b; International Chemical Safety Card 859,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928778,ToxVal00025_3a6fae14ad23ea9d
,Lenacil,2164-08-1,O=C(C(CCC1)=C1N1)N(C2CCCCC2)C1=O,DTXSID9042093,,200,200_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,234.298,0.0427,1.3698,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928779,ToxVal00025_65c75069419faa14
,Fluometuron,2164-17-2,CN(C)C(Nc1cccc(C(F)(F)F)c1)=O,DTXSID8020628,,201,201_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,8000,mg/kg,232.204,0.0345,1.4628,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928780,ToxVal00025_31186c7b91aa02ad
,Cyanazine,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,DTXSID1023990,,202,202_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,288,mg/kg,240.697,0.0012,2.9221,,International Chemical Safety Card 391,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928781,ToxVal00025_61c92ced3dc37090
,Mercuric oxide,21908-53-2,O=[Hg],DTXSID4042125,,203,203_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,18,mg/kg,216.589,0.0001,4.0804,,International Chemical Safety Card 981; Concise International Chemical Assessment Document  50,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928782,ToxVal00025_e4ab8febcb4f5b10
,Penoxsulam,219714-96-2,COc(c1nc(NS(c(c(C(F)(F)F)ccc2)c2OCC(F)F)(=O)=O)n[n]11)cnc1OC,DTXSID0034803,,204,204_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,483.373,0.0103,1.9853,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928783,ToxVal00025_d118fb0d4be2a766
,Molinate,2212-67-1,CCSC(N1CCCCCC1)=O,DTXSID6024206,,205,205_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,720,mg/kg,187.306,0.0038,2.4152,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928784,ToxVal00025_44e8f6d1f6a3abb1
,Fenamiphos,22224-92-6,CCOP(N(C(C)C)c(cc1)cc(C)c1SC)(O)=O,DTXSID3024102,,206,206_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,15,mg/kg,303.362,0.0000,4.3059,,"WHO/FAO Report 92; International Chemical Safety Card 483; Joint FAO/WHO Meeting on Pesticide Residues Report 1998b, 2003b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928785,ToxVal00025_190c740ebefcef8d
,Z-Tetrachlorvinphos,22248-79-9,COP(OC)(O/C(\c(c(Cl)c1)cc(Cl)c1Cl)=C\Cl)=O,DTXSID1032648,,207,207_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4000,mg/kg,365.963,0.0109,1.9614,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928786,ToxVal00025_60a19a71fb8fd886
,Formetanate,22259-30-9,CNC(Oc1cc(N=CN(C)C)ccc1)=O,DTXSID9041990,,208,208_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,21,mg/kg,221.259,0.0001,4.0227,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928787,ToxVal00025_a7d5d63f99d385cc
,Vamidothion,2275-23-2,CC(C(NC)=O)SCCSP(OC)(OC)=O,DTXSID7042510,,209,209_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,103,mg/kg,287.34,0.0004,3.4456,,Joint FAO/WHO Meeting on Pesticide Residues Report 1989; International Chemical Safety Card 758,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928788,ToxVal00025_dea506d63c3b6cf5
,Bendiocarb,22781-23-3,CC(C)(Oc1ccc2)Oc1c2OC(NC)=O,DTXSID9032327,,210,210_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,55,mg/kg,223.227,0.0002,3.6084,,WHO/FAO Report 52,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928789,ToxVal00025_474f2aacb32854fa
,Dimethametryn,22936-75-0,CCNc1nc(SC)nc(NC(C)C(C)C)n1,DTXSID3041873,,211,211_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3000,mg/kg,255.389,0.0117,1.9301,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928790,ToxVal00025_85ddc5074f9c0ebc
,Tri-allate,2303-17-5,CC(C)N(C(C)C)C(SCC(Cl)=C(Cl)Cl)=O,DTXSID5024344,,212,212_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2165,mg/kg,304.668,0.0071,2.1484,,Health and Safety Guide 89; International Chemical Safety Card 201,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928791,ToxVal00025_34962ec6c6fe2d30
,Prallethrin,23031-36-9,CC(C)([C@H]1C=C(C)C)[C@H]1C(OC(C1)C(C)=C(CC#C)C1=O)=O,DTXSID0032572,,213,213_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,460,mg/kg,300.397,0.0015,2.8149,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928792,ToxVal00025_8a425aa725f2de75
,Pentanochlor,2307-68-8,CCCC(C)C(Nc1cc(Cl)c(C)cc1)=O,DTXSID3042265,,214,214_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,239.745,0.0417,1.3797,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928793,ToxVal00025_cddc4b81587b383e
,Phosalone,2310-17-0,CCOP(OCC)(SCN(c(ccc(Cl)c1)c1O1)C1=O)=S,DTXSID1024259,,215,215_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,120,mg/kg,367.813,0.0003,3.4864,,"International Chemical Safety Card 797; Joint FAO/WHO Meeting on Pesticide Residues Report 1998b, 2002",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928794,ToxVal00025_d4354f0cef5a25db
,Pirimicarb,23103-98-2,Cc1c(C)nc(N(C)C)nc1OC(N(C)C)=O,DTXSID1032569,,216,216_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,147,mg/kg,238.29,0.0006,3.2098,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1983, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928795,ToxVal00025_fa012e071bb86903
,Propargite,2312-35-8,CC(C)(C)c(cc1)ccc1OC(CCCC1)C1OS(OCC#C)=O,DTXSID4024276,,217,217_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2200,mg/kg,350.477,0.0063,2.2022,,Joint FAO/WHO Meeting on Pesticide Residues Report 2000,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928796,ToxVal00025_2d7ad99fb9ec7658
,Oxamyl,23135-22-0,CNC(O/N=C(/C(N(C)C)=O)\SC)=O,DTXSID6021086,,218,218_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6,mg/kg,219.264,0.0000,4.5628,,"WHO/FAO Report 54; Joint FAO/WHO Meeting on Pesticide Residues Report 1986b, 2003b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928797,ToxVal00025_c5090727f6752096
,Butachlor,23184-66-9,CCCCOCN(C(CCl)=O)c1c(CC)cccc1CC,DTXSID3034402,,219,219_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3300,mg/kg,311.851,0.0106,1.9754,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928798,ToxVal00025_677ba9fceb3b2b97
,Heptenophos,23560-59-0,COP(OC)(OC(C1C2C=CC1)=C2Cl)=O,DTXSID5042037,,220,220_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,96,mg/kg,250.617,0.0004,3.4167,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928799,ToxVal00025_5be9231a83a32b74
,Thiophanate-methyl,23564-05-8,COC(NC(Nc(cccc1)c1NC(NC(OC)=O)=S)=S)=O,DTXSID1024338,,221,221_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,6000,mg/kg,342.399,0.0175,1.7564,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1996b, 1999, 2008",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928800,ToxVal00025_0c47163fc34823b0
,Ethirimol,23947-60-6,CCCCC1=C(C)N=C(NCC)NC1=O,DTXSID6041927,,222,222_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6340,mg/kg,209.292,0.0303,1.5187,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928801,ToxVal00025_d296a8ebdfc19f37
,Propyzamide,23950-58-5,CC(C)(C#C)NC(c1cc(Cl)cc(Cl)c1)=O,DTXSID2020420,,223,223_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5620,mg/kg,256.131,0.0219,1.6587,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928802,ToxVal00025_3bfe0504154a8c44
,Triazophos,24017-47-8,CCOP(OCC)(Oc(nc1)n[n]1-c1ccccc1)=S,DTXSID9037612,,224,224_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,82,mg/kg,313.317,0.0003,3.5822,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1994, 2003b8",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928803,ToxVal00025_d6b3ad16dbeef54f
,Piperophos,24151-93-7,CCCOP(OCCC)(SCC(N1C(C)CCCC1)=O)=S,DTXSID8058031,,225,225_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,324,mg/kg,353.486,0.0009,3.0378,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928804,ToxVal00025_9bc6e1269781fdf5
,Captafol,2425-06-1,O=C(C(CC=CC1)C1C1=O)N1SC(C(Cl)Cl)(Cl)Cl,DTXSID4020242,,226,226_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5000,mg/kg,349.064,0.0143,1.8439,,"Health and Safety Guide 49; IARC 53; International Chemical Safety Card 119; Joint FAO/WHO Meeting on Pesticide Residues Report 1978, 1986a",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928805,ToxVal00025_f1066758202e5063
,Xylylcarb,2425-10-7,Cc(cc1)c(C)cc1OC(NC)=O,DTXSID3058032,,227,227_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,380,mg/kg,179.218,0.0021,2.6736,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928806,ToxVal00025_f31f7078eb2fee32
,Chinomethionate,2439-01-2,Cc(cc1nc2S3)ccc1nc2SC3=O,DTXSID2032342,,228,228_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2500,mg/kg,234.303,0.0107,1.9718,,Joint FAO/WHO Meeting on Pesticide Residues Report 1988,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928807,ToxVal00025_82c39a8f6b6fc957
,Dodecylguanidine acetate,2439-10-3,CCCCCCCCCCCCNC(N)=N.CC(O)=O,DTXSID3020548,,229,229_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1000,mg/kg,287.446,0.0035,2.4586,,Joint FAO/WHO Meeting on Pesticide Residues Report 2001,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928808,ToxVal00025_0552694796daaa37
,Propamocarb,24579-73-5,CCCOC(NCCCN(C)C)=O,DTXSID1040295,,230,230_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8600,mg/kg,188.27,0.0457,1.3403,,Joint FAO/WHO Meeting on Pesticide Residues Report 1987a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928809,ToxVal00025_6fc81abd5eb9a2c6
,Fenfuram,24691-80-3,Cc([o]cc1)c1C(Nc1ccccc1)=O,DTXSID8058035,,231,231_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,201.224,0.0497,1.3037,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928810,ToxVal00025_ae255528da3d0f60
,Chlormephos,24934-91-6,CCOP(OCC)(SCCl)=S,DTXSID1037511,,232,232_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,7,mg/kg,234.707,0.0000,4.5254,,International Chemical Safety Card 1682,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928811,ToxVal00025_211007a6496de665
,Bentazone,25057-89-0,CN(C)CCCOc1n[n](Cc2ccccc2)c2c1cccc2,DTXSID0023901,,233,233_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1100,mg/kg,309.412,0.0036,2.4491,,"Health and Safety Guide 48; International Chemical Safety Card 828; Joint FAO/WHO Meeting on Pesticide Residues Report 1999, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928812,ToxVal00025_f2ed852cae268524
,MCPA-thioethyl,25319-90-8,CCSC(COc(cc1)c(C)cc1Cl)=O,DTXSID0042115,,234,234_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,790,mg/kg,244.741,0.0032,2.4911,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928813,ToxVal00025_50c268ae2bacae49
,Etridiazole,2593-15-9,CCOc1nc(C(Cl)(Cl)Cl)n[s]1,DTXSID3032547,,235,235_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2000,mg/kg,247.533,0.0081,2.0926,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928814,ToxVal00025_e844da430a342fa8
,Mecarbam,2595-54-2,CCOC(N(C)C(CSP(OCC)(OCC)=S)=O)=O,DTXSID0042117,,236,236_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,36,mg/kg,329.377,0.0001,3.9614,,Joint FAO/WHO Meeting on Pesticide Residues Report 1987a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928815,ToxVal00025_b4370b6243da1956
,Fosamine ammonium,25954-13-6,CCOP(C(N)=O)([O-])=O.[NH4+],DTXSID9032406,,237,237_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2400,mg/kg,170.104,0.0141,1.8505,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928816,ToxVal00025_6d330d324f3b7378
,Phenthoate,2597-03-7,CCOC(C(c1ccccc1)SP(OC)(OC)=S)=O,DTXSID6042280,,238,238_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,400,mg/kg,320.369,0.0012,2.9036,,WHO/FAO Report 48; Joint FAO/WHO Meeting on Pesticide Residues Report 1985c,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928817,ToxVal00025_34e5711290c8eaae
,Phenothrin,26002-80-2,CC(C)(C1C=C(C)C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,DTXSID7032688,,239,239_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,350.456,0.0143,1.8457,,WHO/FAO Report 85; Environmental Health Criteria Monograph 96; Health and Safety Guide 32; International Chemical Safety Card 313; Joint FAO/WHO Meeting on Pesticide Residues Report 1989,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928818,ToxVal00025_7a0988f5ee4c080b
,Iprobenfos,26087-47-8,CC(C)OP(OC(C)C)(SCc1ccccc1)=O,DTXSID7058040,,240,240_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,600,mg/kg,288.347,0.0021,2.6818,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928819,ToxVal00025_1db1bdcb60b3edc2
,Ethofumesate,26225-79-6,CCOC(C1(C)C)Oc(cc2)c1cc2OS(C)(=O)=O,DTXSID8034580,,241,241_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,6400,mg/kg,286.347,0.0224,1.6507,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928820,ToxVal00025_812b58a39fddf857
,Isoprocarb,2631-40-5,CC(C)c(cccc1)c1OC(NC)=O,DTXSID6042072,,242,242_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,403,mg/kg,193.245,0.0021,2.6808,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928821,ToxVal00025_9fff0a6b48d67cb0
,Cyanophos,2636-26-2,COP(OC)(Oc(cc1)ccc1C#N)=S,DTXSID0041806,,243,243_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,610,mg/kg,243.222,0.0025,2.6007,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928822,ToxVal00025_cb448c2947b3edfa
,Azinphos-ethyl,2642-71-9,CCOP(OCC)(SCN1N=Nc(cccc2)c2C1=O)=S,DTXSID5037498,,244,244_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,12,mg/kg,345.383,0.0000,4.4591,,WHO/FAO Report 72; Joint FAO/WHO Meeting on Pesticide Residues Report 1974,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928823,ToxVal00025_56e26c286941d07d
,Octhilinone,26530-20-1,CCCCCCCCN1SCCC1=O,DTXSID1025805,,245,245_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1470,mg/kg,215.36,0.0068,2.1658,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928824,ToxVal00025_bc234eae2ebdcadd
,XMC,2655-14-3,Cc1cc(OC(NC)=O)cc(C)c1,DTXSID7058042,,246,246_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,542,mg/kg,179.218,0.0030,2.5194,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928825,ToxVal00025_39ad90d8f7cbc9a8
,"N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",26644-46-2,O=CNC(C(Cl)(Cl)Cl)N(CC1)CCN1C(C(Cl)(Cl)Cl)NC=O,DTXSID5032654,,247,247_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,6000,mg/kg,434.965,0.0138,1.8603,,Joint FAO/WHO Meeting on Pesticide Residues Report 1998b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928826,ToxVal00025_61c42019ed388462
