Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,Source URL,ToxVal_ID,Chemical_ID
,Fluroxypyr,69377-81-7,Nc(c(Cl)c(nc1OCC(O)=O)F)c1Cl,DTXSID2034627,,451,451_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,255.032,0.0196,1.7076,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929030,ToxVal00025_86ed422d8d2c2d0a
,Haloxyfop,69806-34-4,CC(C(O)=O)Oc(cc1)ccc1Oc(ncc(C(F)(F)F)c1)c1Cl,DTXSID7042019,,452,452_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,300,mg/kg,361.702,0.0008,3.0812,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1996b, 2008",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929031,ToxVal00025_376e0e6658046073
,Flucythrinate,70124-77-5,CC(C)C(C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O)c(cc1)ccc1OC(F)F,DTXSID0022301,,453,453_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,67,mg/kg,451.468,0.0001,3.8286,,Joint FAO/WHO Meeting on Pesticide Residues Report 1986b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929032,ToxVal00025_d882143ed0f1bf1f
,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,93-65-2,CC(C(O)=O)Oc(cc1)c(C)cc1Cl,DTXSID9024194,,454,454_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,930,mg/kg,214.647,0.0043,2.3632,,International Chemical Safety Card 55,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929033,ToxVal00025_f697a9ee7e3707ea
,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,CCC(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID8022111,,455,455_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,1400,mg/kg,218.082,0.0064,2.1925,,International Chemical Safety Card 552,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929034,ToxVal00025_49e4c1d83c702809
,Bilanafos sodium,71048-99-2,C[C@@H](C(N[C@@H](C)C([O-])=O)=O)NC([C@H](CCP(C)(O)=O)N)=O.[Na+],DTXSID4058235,,456,456_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,268,mg/kg,345.267,0.0008,3.1100,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929035,ToxVal00025_2959e5b0c559724a
,Chlorfluazuron,71422-67-8,O=C(c(c(F)ccc1)c1F)NC(Nc(cc1Cl)cc(Cl)c1Oc(ncc(C(F)(F)F)c1)c1Cl)=O,DTXSID5041772,,457,457_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8500,mg/kg,540.658,0.0157,1.8035,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929036,ToxVal00025_dd2e1cb3ec03cd0d
,Pyrazoxyfen,71561-11-0,Cc1n[n](C)c(OCC(c2ccccc2)=O)c1C(c(ccc(Cl)c1)c1Cl)=O,DTXSID3058167,,458,458_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1644,mg/kg,403.264,0.0041,2.3897,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929037,ToxVal00025_c9efc10c008ef42b
,Benalaxyl,71626-11-4,CC(C(OC)=O)N(C(Cc1ccccc1)=O)c1c(C)cccc1C,DTXSID3041619,,459,459_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4200,mg/kg,325.407,0.0129,1.8892,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1988, 2006",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929038,ToxVal00025_d16a98375505238a
,Methoxychlor,72-43-5,COc1ccc(C(C(Cl)(Cl)Cl)c(cc2)ccc2OC)cc1,DTXSID9020827,,460,460_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6000,mg/kg,345.652,0.0174,1.7605,,"WHO/FAO Report 28; IARC 5, 20; International Chemical Safety Card 1306; Joint FAO/WHO Meeting on Pesticide Residues Report 1978",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929039,ToxVal00025_c5912fd2a4af60cd
,Fomesafen,72178-02-0,CS(NC(c(cc(cc1)Oc(ccc(C(F)(F)F)c2)c2Cl)c1[N+]([O-])=O)=O)(=O)=O,DTXSID7024112,,461,461_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1250,mg/kg,438.765,0.0028,2.5453,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929040,ToxVal00025_5b6d13bf37670cde
,Prometryn,7287-19-6,CC(C)Nc1nc(SC)nc(NC(C)C)n1,DTXSID4024272,,462,462_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3150,mg/kg,241.362,0.0131,1.8844,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929041,ToxVal00025_766df2432f81ea47
,Tolylfluanid,731-27-1,Cc(cc1)ccc1N(SC(F)(Cl)Cl)S(N(C)C)(=O)=O,DTXSID8042478,,463,463_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,347.261,0.0144,1.8417,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1989, 2003b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929042,ToxVal00025_aa41f08fe285fd3f
,Phosmet,732-11-6,COP(OC)(SCN(C(c1c2cccc1)=O)C2=O)=S,DTXSID5024261,,464,464_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,113,mg/kg,317.325,0.0004,3.4484,,"International Chemical Safety Card 543; Joint FAO/WHO Meeting on Pesticide Residues Report 1999, 2004",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929043,ToxVal00025_94961b314084264f
,Mefenacet,73250-68-7,CN(C(COc1nc(cccc2)c2[s]1)=O)c1ccccc1,DTXSID7058173,,465,465_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,298.365,0.0168,1.7758,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929044,ToxVal00025_69810e43d8c15cdb
,Sethoxydim,74051-80-2,CCC/C(\C(C(CC(CC(C)SCC)C1)=O)=C1O)=N\OCC,DTXSID9024304,,466,466_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3200,mg/kg,327.487,0.0098,2.0100,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929045,ToxVal00025_1be279945f475403
,Aclonifen,74070-46-5,Nc(c([N+]([O-])=O)ccc1Oc2ccccc2)c1Cl,DTXSID7058175,,467,467_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,264.667,0.0189,1.7237,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929046,ToxVal00025_6ac5df30ef247b26
,Bensulide,741-58-2,CC(C)OP(OC(C)C)(SCCNS(c1ccccc1)(=O)=O)=S,DTXSID9032329,,468,468_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,270,mg/kg,397.52,0.0007,3.1680,,International Chemical Safety Card 383,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929047,ToxVal00025_2d7a71cee5617824
,Clofentezine,74115-24-5,Clc(cccc1)c1-c1nnc(-c(cccc2)c2Cl)nn1,DTXSID9023881,,469,469_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,3200,mg/kg,303.152,0.0106,1.9765,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1987a, 2006b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929048,ToxVal00025_8d69c413268ef814
,"2-(3-(4,6-Dimethylpyrimidin-2-yl)ureidosulfonyl)benzoic acid",74223-56-6,Cc1nc(NC(NS(c(cccc2)c2C(O)=O)(=O)=O)=O)nc(C)c1,DTXSID20225213,,470,470_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,350.354,0.0143,1.8455,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929049,ToxVal00025_7ecd9ea40d386dae
,Metsulfuron-methyl,74223-64-6,Cc1nc(NC(NS(c(cccc2)c2C(OC)=O)(=O)=O)=O)nc(OC)n1,DTXSID6023864,,471,471_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,381.368,0.0131,1.8824,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929050,ToxVal00025_2d899fed99242684
,Thallium (I) sulfate,7446-18-6,[O-]S([O-])(=O)=O.[Tl+].[Tl+],DTXSID1024336,,472,472_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,11,mg/kg,504.822,0.0000,4.6617,,"WHO/FAO Report 10, Environmental Health Criteria Monograph 182; International Chemical Safety Card 336",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929051,ToxVal00025_a8344e46fad3eade
,Bromobutide,74712-19-9,CC(C)(C)C(C(NC(C)(C)c1ccccc1)=O)Br,DTXSID2058176,,473,473_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,312.25,0.0160,1.7955,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929052,ToxVal00025_dc1b74d4872ac26e
,Fenpicionil,74738-17-3,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,DTXSID0036633,,474,474_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,237.089,0.0211,1.6759,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929053,ToxVal00025_d4191f7ec4877904
,Oxabentrinil,74782-23-3,C#CC(c1ccccc1)=NOCC1OCCO1,DTXSID8052489,,475,475_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,231.25,0.0216,1.6651,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929054,ToxVal00025_aa9dd544e5eeb2c6
,Mercuric chloride,7487-94-7,Cl[Hg]Cl,DTXSID5020811,,476,476_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1,mg/kg,271.496,0.0000,5.4338,,International Chemical Safety Card 979,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929055,ToxVal00025_83b5ec0342646d32
,Dimethylarsinic acid,75-60-5,C[As](C)(O)=O,DTXSID7020508,,477,477_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1350,mg/kg,137.998,0.0098,2.0095,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929056,ToxVal00025_0b2362381b10b823
,Dalapon,75-99-0,CC(C(O)=O)(Cl)Cl,DTXSID2021575,,478,478_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,9330,mg/kg,142.969,0.0653,1.1854,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929057,ToxVal00025_4c8758567ecbbf1b
,Dichlorprop,120-36-5,CC(C(O)=O)Oc(ccc(Cl)c1)c1Cl,DTXSID0020440,,479,479_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,800,mg/kg,235.066,0.0034,2.4681,,International Chemical Safety Card 38,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929058,ToxVal00025_1e444547cd6c3026
,Flupropanate,756-09-2,OC(C(C(F)F)(F)F)=O,DTXSID7058177,,480,480_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,146.039,0.0685,1.1645,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929059,ToxVal00025_a5ad2f9d61e47366
,EPTC,759-94-4,CCCN(CCC)C(SCC)=O,DTXSID1024091,,481,481_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1652,mg/kg,189.322,0.0087,2.0592,,International Chemical Safety Card 469,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929060,ToxVal00025_1f5284761e3de4e8
,Trichloroacetic acid,76-03-9,OC(C(Cl)(Cl)Cl)=O,DTXSID1021378,,482,482_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,400,mg/kg,163.387,0.0024,2.6112,,International Chemical Safety Card 586,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929061,ToxVal00025_1c79fbeab56132c1
,Triphenyltin hydroxide,76-87-9,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,DTXSID1021409,,483,483_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,108,mg/kg,367.034,0.0003,3.5313,,WHO/FAO Report 22; Environmental Health Criteria Monograph 15; International Chemical Safety Card 1283; Joint FAO/WHO Meeting on Pesticide Residues Report 1992; Concise International Chemical Assessment Document  13,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929062,ToxVal00025_158d5de53d290a4d
,Quizalofop,76578-12-6,CC(C(O)=O)Oc(cc1)ccc1Oc1cnc(cc(cc2)Cl)c2n1,DTXSID60273935,,484,484_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1670,mg/kg,344.753,0.0048,2.3148,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929063,ToxVal00025_0d2ea489e22700b9
,Flutriafol,76674-21-0,OC(C[n]1ncnc1)(c(cc1)ccc1F)c(cccc1)c1F,DTXSID8040727,,485,485_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1140,mg/kg,301.295,0.0038,2.4221,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929064,ToxVal00025_2c05b003c5e08a19
,Paclobutrazol,76738-62-0,CC(C)(C)[C@@H]([C@H](Cc(cc1)ccc1Cl)[n]1ncnc1)O,DTXSID2024242,,486,486_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1300,mg/kg,293.797,0.0044,2.3541,,Joint FAO/WHO Meeting on Pesticide Residues Report 1989,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929065,ToxVal00025_fa1ad4245627e584
,Natamycin,7681-93-8,C[C@H]([C@H]([C@@H]([C@@H]1O)N)O)O[C@H]1O[C@H](C[C@@H]([C@@H]([C@H](C1)O)C(O)=O)O[C@@]1(C[C@H](C[C@H]1O[C@@H]1/C=C1)O)O)/C=C/C=C/C=C/C=C/C[C@@H](C)OC\1=O,DTXSID6021163,,487,487_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2730,mg/kg,665.73,0.0041,2.3871,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929066,ToxVal00025_d1e8e111d582c12f
,Tetramethrin,7696-12-0,CC(C)(C1C=C(C)C)C1C(OCN(C(C1=C2CCCC1)=O)C2=O)=O,DTXSID6032649,,488,488_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,331.41,0.0151,1.8214,,Environmental Health Criteria Monograph 98; Health and Safety Guide 31; International Chemical Safety Card 334,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929067,ToxVal00025_8dadd16c30741f78
,Gibberellic acid,77-06-5,C[C@@]([C@H]([C@H]([C@@](C1)(CC2=C)[C@@H]3CC[C@@]12O)C(O)=O)[C@@]3(C=C1)O2)([C@@H]1O)C2=O,DTXSID0020656,,489,489_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,346.378,0.0289,1.5396,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929068,ToxVal00025_69564b95b807b3d3
,Sulfur,7704-34-9,[S],DTXSID9034941,,490,490_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,3000,mg/kg,32.066,0.0936,1.0289,,International Chemical Safety Card 1166,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929069,ToxVal00025_ab082decece25fdc
,Pyraclofos,89784-60-1,CCCSP(OCC)(Oc1c[n](-c(cc2)ccc2Cl)nc1)=O,DTXSID4058493,,491,491_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,237,mg/kg,360.801,0.0007,3.1825,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929070,ToxVal00025_29e987fe6c3ef926
,({5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoyl}oxy)acetic acid,77501-60-1,[O-][N+](c(ccc(Oc(ccc(C(F)(F)F)c1)c1Cl)c1)c1C(OCC(O)=O)=O)=O,DTXSID00868440,,492,492_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1550,mg/kg,419.694,0.0037,2.4326,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929071,ToxVal00025_5ec17b64bd89d15d
,Copper sulfate,7758-98-7,[O-]S([O-])(=O)=O.[Cu+2],DTXSID6034479,,493,493_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,300,mg/kg,159.608,0.0019,2.7259,,International Chemical Safety Card 751,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929072,ToxVal00025_adb8cd45f3b724d8
,Ammonium sulfamate,7773-06-0,NS(O)(=O)=O.N,DTXSID5023875,,494,494_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3900,mg/kg,114.125,0.0342,1.4663,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929073,ToxVal00025_a1643cd2e536b884
,Oxadixyl,77732-09-3,Cc1cccc(C)c1N(C(COC)=O)N(CCO1)C1=O,DTXSID2032631,,495,495_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1860,mg/kg,278.307,0.0067,2.1750,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929074,ToxVal00025_7fc0e589af18dc28
,Sodium chlorate,7775-09-9,[O-]Cl(=O)=O.[Na+],DTXSID7026025,,496,496_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1200,mg/kg,106.44,0.0113,1.9479,,International Chemical Safety Card 1117,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929075,ToxVal00025_fee209d5b5dd91fa
,Calcium arsenate,7778-44-1,[O-][As]([O-])([O-])=O.[O-][As]([O-])([O-])=O.[Ca+2].[Ca+2].[Ca+2],DTXSID6058182,,497,497_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,20,mg/kg,398.07,0.0001,4.2989,,"Environmental Health Criteria Monograph 18, 224; IARC 84; International Chemical Safety Card 765; Joint FAO/WHO Meeting on Pesticide Residues Report 1969",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929076,ToxVal00025_88ae6a7ce1647089
,Lead arsenate,7784-40-9,[O-][As]([O-])([O-])=O.[O-][As]([O-])([O-])=O.[Pb+2].[Pb+2].[Pb+2],DTXSID4042092,,498,498_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,10,mg/kg,899.436,0.0000,4.9540,,"Environmental Health Criteria Monograph 18, 224; IARC 84; International Chemical Safety Card 911; Joint FAO/WHO Meeting on Pesticide Residues Report 1969",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929077,ToxVal00025_e16589d15044c1db
,Sodium arsenite,7784-46-5,[O-][As]([O-])[O-].[Na+].[Na+].[Na+],DTXSID5020104,,499,499_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,10,mg/kg,191.889,0.0001,4.2831,,Environmental Health Criteria Monograph 224; IARC 84; International Chemical Safety Card 1603,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929078,ToxVal00025_d85d7c030386d2d1
,Hexythiazox,78587-05-0,C[C@H]([C@@H](c(cc1)ccc1Cl)S1)N(C(NC2CCCCC2)=O)C1=O,DTXSID7024299,,500,500_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,352.885,0.0142,1.8487,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1992, 2009a",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929079,ToxVal00025_9239318e456a009b
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,501,501_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,650,mg/kg,94.4968,0.0069,2.1625,,International Chemical Safety Card 235,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929080,ToxVal00025_79cb2998065fdc09
,Fenoxycarb,72490-01-8,CCOC(NCCOc(cc1)ccc1Oc1ccccc1)=O,DTXSID7032393,,502,502_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,301.341,0.0332,1.4791,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929081,ToxVal00025_5cce556af9cd727a
,Thifensulfuron methyl,79277-27-3,Cc1nc(NC(NS(c2c(C(OC)=O)[s]cc2)(=O)=O)=O)nc(OC)n1,DTXSID1024124,,503,503_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,387.396,0.0129,1.8892,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929082,ToxVal00025_ba4aa56d90d45e3f
,Tefluthrin,79538-32-2,CC(C)([C@@H]1/C=C(/C(F)(F)F)\Cl)[C@H]1C(OCc(c(F)c(c(C)c1F)F)c1F)=O,DTXSID5032577,,504,504_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,22,mg/kg,418.735,0.0001,4.2795,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929083,ToxVal00025_3f1735800b7ca11f
,Hexaconazole,79983-71-4,CCCCC(C[n]1ncnc1)(c(ccc(Cl)c1)c1Cl)O,DTXSID4034653,,505,505_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2180,mg/kg,314.215,0.0069,2.1588,,Joint FAO/WHO Meeting on Pesticide Residues Report 1991,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929084,ToxVal00025_99b566f0bd09a5f3
,Pyrethrins,8003-34-7,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O.CC(C)([C@@H]1/C=C(\C)/C(OC)=O)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID8034873,,506,506_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,500,mg/kg,700.91,0.0007,3.1467,,"WHO/FAO Report 11; Joint FAO/WHO Meeting on Pesticide Residues Report 2000, 2004; International Chemical Safety Card 1475",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929085,ToxVal00025_f235b8da05dd41b8
,Diafenthiuron,80060-09-9,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(NC(C)(C)C)=S,DTXSID1041845,,507,507_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2068,mg/kg,384.586,0.0054,2.2694,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929086,ToxVal00025_54b547a12e98b258
,Mancozeb,8018-01-7,SC(NCCNC(S)=S)=S,DTXSID0034695,,508,508_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,8000,mg/kg,212.386,0.0377,1.4240,,WHO/FAO Report 94; Environmental Health Criteria Monograph 78; International Chemical Safety Card 754; Joint FAO/WHO Meeting on Pesticide Residues Report 1994,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,929087,ToxVal00025_7cfe53038d74327e
