Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM(g/mol),Operación,pLD50,,long_ref,,source_url,toxval_id,chemical_id
,2-ETHYLBUTYRALDEHYDE,-,CCC(CC)C=O,NODTXSID,,1300,1300_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2200,mg/kg-day,100.16,0.022,1.6583,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS) PAGE 167,,https://www.ng.cosmosdb.eu/,28226,ToxVal00029_ac6378a43155a55a
,ETHYL CYCLOHEXANECARBOXYLATE,-,CCOC(C1CCCCC1)=O,NODTXSID,,1301,1301_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3962,mg/kg-day,156.224,0.0254,1.5958,,DRUG CHEM TOXICOL 3:349-357,,https://www.ng.cosmosdb.eu/,28227,ToxVal00029_a6d24deb0073e565
,"2-Ethyl-3,5-dimethylpyrazine",13925-07-0,CCc1ncc(C)nc1C,DTXSID7065679,,1302,1302_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,504,mg/kg-day,136.197,0.0037,2.4317,,FOOD COSMET TOXICOL 13:487-490,,https://www.ng.cosmosdb.eu/,28229,ToxVal00029_b00a8f79706ec741
,"3(2H)-Furanone, 2-ethyl-4-hydroxy-5-methyl-",27538-10-9,CCC(C1=O)OC(C)=C1O,DTXSID40885393,,1303,1303_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1932,mg/kg-day,142.153,0.0136,1.8667,,DRUG CHEM TOXICOL 3:249-258,,https://www.ng.cosmosdb.eu/,28231,ToxVal00029_cef6ffababf8b8b7
,Ethyl isobutyrate,97-62-1,CCOC(C(C)C)=O,DTXSID7047728,,1304,1304_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,116.159,0.043,1.3661,,FOOD COSMET TOXICOL 16:741,,https://www.ng.cosmosdb.eu/,28233,ToxVal00029_a5801fe31c59e15b
,2-ETHYL-5-METHYLPYRAZINE,-,CCc1ncc(C)nc1,NODTXSID,,1305,1305_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,900,mg/kg-day,122.17,0.0074,2.1327,,DRUG CHEM TOXICOL 3:249-257,,https://www.ng.cosmosdb.eu/,28235,ToxVal00029_920b7d257a743b1c
,Ethyl nonanoate,123-29-5,CCCCCCCCC(OCC)=O,DTXSID1047651,,1306,1306_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,43000,mg/kg-day,186.294,0.2308,0.6367,,FOOD COSMET TOXICOL 16:747,,https://www.ng.cosmosdb.eu/,28237,ToxVal00029_123106c06af3ee77
,Ethyl nonanoate,123-29-5,CCCCCCCCC(OCC)=O,DTXSID1047651,,1307,1307_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,24190,mg/kg-day,186.294,0.1298,0.8866,,FOOD COSMET TOXICOL 16:747,,https://www.ng.cosmosdb.eu/,28238,ToxVal00029_123106c06af3ee77
,ETHYL SORBATE,-,CCOC(/C=C/C=C/C)=O,NODTXSID,,1308,1308_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,8000,mg/kg-day,140.181,0.0571,1.2436,,ACAD SCI PARIS 266:1080,,https://www.ng.cosmosdb.eu/,28239,ToxVal00029_5c9d5d06df541b6c
,Ethyl tiglate,5837-78-5,CCOC(/C(\C)=C/C)=O,DTXSID8047688,,1309,1309_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,128.17,0.039,1.4088,,FOOD CHEM TOXICOL 26:321,,https://www.ng.cosmosdb.eu/,28240,ToxVal00029_f8d8d768bf37d05b
,Eugenyl formate,10031-96-6,COc(cc(CC=C)cc1)c1OC=O,DTXSID50143133,,1310,1310_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3400,mg/kg-day,192.213,0.0177,1.7523,,FOOD CHEM TOXICOL 20:689,,https://www.ng.cosmosdb.eu/,28241,ToxVal00029_15c382736f01512c
,d-Fenchone,4695-62-9,CC(C)([C@H]1C[C@]2(C)CC1)C2=O,DTXSID60858862,,1311,1311_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6160,mg/kg-day,152.236,0.0405,1.3929,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,28242,ToxVal00029_d1d869eaefc681cf
,"6,6-Dimethylbicyclo[3.1.1]heptane-2-carbaldehyde",564-94-3,CC(C)(C(C1)CC2)C1C2C=O,DTXSID8052227,,1312,1312_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2300,mg/kg-day,152.236,0.0151,1.8208,,FOOD CHEM TOXICOL 26:273-415,,https://www.ng.cosmosdb.eu/,28243,ToxVal00029_2caf3d90f67adfe0
,1-Furfurylpyrrole,1438-94-4,C(c1ccc[o]1)[n]1cccc1,DTXSID5047663,,1313,1313_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,335,mg/kg-day,147.176,0.0023,2.6428,,FEM 000047 1:75,,https://www.ng.cosmosdb.eu/,28245,ToxVal00029_b14a99be273600ec
,"(E)-3,7-Dimethylocta-2,6-dien-1-yl benzoate",94-48-4,CC(C)=CCC/C(\C)=C/COC(c1ccccc1)=O,DTXSID4052637,,1314,1314_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,258.36,0.0194,1.7133,,FOOD COSMET TOXICOL 12:887,,https://www.ng.cosmosdb.eu/,28246,ToxVal00029_ecbfd20b42468ec3
,Geranyl formate,105-86-2,CC(C)=CCC/C(\C)=C/COC=O,DTXSID0047614,,1315,1315_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6000,mg/kg-day,182.262,0.0329,1.4825,,FOOD COSMET TOXICOL 12:893,,https://www.ng.cosmosdb.eu/,28247,ToxVal00029_82e6969b6d31a415
,Geranyl hexanoate,10032-02-7,CCCCCC(OC/C=C(\C)/CCC=C(C)C)=O,DTXSID20881398,,1316,1316_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,252.396,0.0198,1.7031,,FOOD COSMET TOXICOL 14:783,,https://www.ng.cosmosdb.eu/,28248,ToxVal00029_1fdfea72d7f125d3
,"(2E)-3,7-dimethylocta-2,6-dien-1-yl 2-methylpropanoate",2345-26-8,CC(C)C(OC/C=C(\C)/CCC=C(C)C)=O,DTXSID8051889,,1317,1317_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,224.343,0.0223,1.6519,,FOOD COSMET TOXICOL 13:451-452,,https://www.ng.cosmosdb.eu/,28249,ToxVal00029_ff699ef46c96852a
,Geranyl isovalerate,109-20-6,CC(C)CC(OC/C=C(\C)/CCC=C(C)C)=O,DTXSID10883184,,1318,1318_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,238.369,0.021,1.6783,,FOOD COSMET TOXICOL 14:785,,https://www.ng.cosmosdb.eu/,28250,ToxVal00029_819d55057a59ac3e
,"(1E)-2,6-Dimethylhepta-1,5-dien-1-yl phenylacetate",102-22-7,CC(C)=CCC/C(\C)=C/OC(Cc1ccccc1)=O,DTXSID1051513,,1319,1319_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,258.36,0.0194,1.7133,,FOOD COSMET TOXICOL 12:895,,https://www.ng.cosmosdb.eu/,28251,ToxVal00029_3e189781c9a8d998
,Geranyl propionate,105-90-8,CCC(OC/C=C(\C)/CCC=C(C)C)=O,DTXSID8051540,,1320,1320_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,210.316,0.0238,1.6239,,FOOD COSMET TOXICOL 12:897,,https://www.ng.cosmosdb.eu/,28252,ToxVal00029_69263b1388c48a31
,gamma-Heptalactone,105-21-5,CCCC(CC1)OC1=O,DTXSID5047611,,1321,1321_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,128.17,0.039,1.4088,,FOOD CHEM TOXICOL 20:703,,https://www.ng.cosmosdb.eu/,28253,ToxVal00029_6b56a3e708a2c063
,4-Heptanone,123-19-3,CCCC(CCC)=O,DTXSID6047650,,1322,1322_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3038,mg/kg-day,114.187,0.0266,1.575,,TOXICOL APPL PHARMACOL 28:313-319,,https://www.ng.cosmosdb.eu/,28255,ToxVal00029_12efc7c45d88b668
,"Formic acid, heptyl ester",112-23-2,CCCCCCCOC=O,DTXSID9059416,,1323,1323_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,144.213,0.0347,1.46,,FOOD COSMET TOXICOL 16:771,,https://www.ng.cosmosdb.eu/,28256,ToxVal00029_f56c0d9f9be3b3d6
,"3-Hexenal, (3Z)-",6789-80-6,CC/C=C\CC=O,DTXSID30884335,,1324,1324_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1560,mg/kg-day,98.1444,0.0159,1.7987,,FOOD CHEM TOXICOL 20:709,,https://www.ng.cosmosdb.eu/,28257,ToxVal00029_3aa255ca458bd571
,(E)-3-Hexenal,69112-21-6,CC/C=C/CC=O,DTXSID701317552,,1325,1325_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,98.1444,0.0509,1.2929,,FOOD CHEM TOXICOL 26:343,,https://www.ng.cosmosdb.eu/,28258,ToxVal00029_b4dccdceb96ea98f
,2-Hexen-1-ol,2305-21-7,CCCC=CCO,DTXSID3051882,,1326,1326_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3500,mg/kg-day,100.16,0.0349,1.4566,,FOOD COSMET TOXICOL 12:911,,https://www.ng.cosmosdb.eu/,28259,ToxVal00029_69ec577e5df1a423
,trans-Hex-2-enyl acetate,2497-18-9,CCC/C=C/COC(C)=O,DTXSID40879237,,1327,1327_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,142.197,0.0352,1.4539,,FOOD COSMET TOXICOL 17:793,,https://www.ng.cosmosdb.eu/,28260,ToxVal00029_80ce9361f2eb9f0c
,(3Z)-Hex-3-en-1-yl formate,33467-73-1,CC/C=C\CCOC=O,DTXSID1047572,,1328,1328_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,128.17,0.039,1.4088,,FOOD COSMET TOXICOL 17:797,,https://www.ng.cosmosdb.eu/,28261,ToxVal00029_fb27b464ca39fdd7
,(3Z)-Hex-3-en-1-yl propanoate,33467-74-2,CC/C=C\CCOC(CC)=O,DTXSID6047579,,1329,1329_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,156.224,0.032,1.4948,,FOOD COSMET TOXICOL 17:805,,https://www.ng.cosmosdb.eu/,28262,ToxVal00029_64519ecc5e07fca4
,"2-Butenoic acid, hexyl ester",19089-92-0,CCCCCCOC(C=CC)=O,DTXSID5066455,,1330,1330_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,170.251,0.0294,1.5321,,FOOD CHEM TOXICOL 20:715,,https://www.ng.cosmosdb.eu/,28263,ToxVal00029_81c6a8a6aa34a10d
,Hexyl butyrate,2639-63-6,CCCCCCOC(CCC)=O,DTXSID8047559,,1331,1331_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,172.267,0.029,1.5372,,FOOD COSMET TOXICOL 17:815,,https://www.ng.cosmosdb.eu/,28264,ToxVal00029_420ee8d0b764e6a4
,"Formic acid, hexyl ester",629-33-4,CCCCCCOC=O,DTXSID8060870,,1332,1332_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,130.186,0.0384,1.4156,,FOOD CHEM TOXICOL 26:273-415,,https://www.ng.cosmosdb.eu/,28265,ToxVal00029_cab9c90d0605f0f7
,Hexyl octanoate,1117-55-1,CCCCCCCC(OCCCCCC)=O,DTXSID8047636,,1333,1333_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,228.374,0.0219,1.6597,,FOOD CHEM TOXICOL 20:713,,https://www.ng.cosmosdb.eu/,28266,ToxVal00029_6b4a78e16b857d65
,Hexyl propanoate,2445-76-3,CCCCCCOC(CC)=O,DTXSID5047582,,1334,1334_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,158.24,0.0316,1.5003,,FOOD CHEM TOXICOL 26:273-415,,https://www.ng.cosmosdb.eu/,28267,ToxVal00029_52d228d529120349
,Hydroxycitronellal dimethyl acetal,141-92-4,CC(CCCC(C)(C)O)CC(OC)OC,DTXSID4047547,,1335,1335_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,218.335,0.0229,1.6402,,FOOD COSMET TOXICOL 13:548-549,,https://www.ng.cosmosdb.eu/,28268,ToxVal00029_cceeb68c94c5a6c2
,alpha-Angelica lactone,591-12-8,CC(O1)=CCC1=O,DTXSID7047693,,1336,1336_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2885,mg/kg-day,98.1006,0.0294,1.5315,,FEM 000011 4:670,,https://www.ng.cosmosdb.eu/,28272,ToxVal00029_bf7a1633e313b393
,"(3E)-4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-ol",25312-34-9,CC(/C=C/C1C(C)=CCCC1(C)C)O,DTXSID60885294,,1337,1337_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7400,mg/kg-day,194.317,0.0381,1.4193,,FEM 000005 30:5924,,https://www.ng.cosmosdb.eu/,28273,ToxVal00029_adfa191106dae348
,"3-Buten-2-ol, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",22029-76-1,CC(C=CC1=C(C)CCCC1(C)C)O,DTXSID30865028,,1338,1338_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,5700,mg/kg-day,194.317,0.0293,1.5326,,FEM 000005 30:13,,https://www.ng.cosmosdb.eu/,28274,ToxVal00029_4a37ebd181a6519e
,Isoamyl formate,110-45-2,CC(C)CCOC=O,DTXSID00861734,,1339,1339_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,9840,mg/kg-day,116.159,0.0847,1.0721,,FOOD COSMET TOXICOL 2:327,,https://www.ng.cosmosdb.eu/,28275,ToxVal00029_19e9279a91eee6b6
,Isoamyl formate,110-45-2,CC(C)CCOC=O,DTXSID00861734,,1340,1340_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3020,mg/kg-day,116.159,0.026,1.585,,IND MED SURG 41:31,,https://www.ng.cosmosdb.eu/,28276,ToxVal00029_19e9279a91eee6b6
,"Hexanoic acid, 3-methylbutyl ester",2198-61-0,CCCCCC(OCCC(C)C)=O,DTXSID7062245,,1341,1341_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,186.294,0.0268,1.5712,,FOOD COSMET TOXICOL 17:825,,https://www.ng.cosmosdb.eu/,28277,ToxVal00029_227863e51d4a2f8f
,"Octanoic acid, 3-methylbutyl ester",2035-99-6,CCCCCCCC(OCCC(C)C)=O,DTXSID7062114,,1342,1342_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,214.347,0.0233,1.6321,,FOOD COSMET TOXICOL 17:825,,https://www.ng.cosmosdb.eu/,28278,ToxVal00029_c5be61458526b63c
,Isobornyl formate,1200-67-5,CC(C)([C@H](CC1)C2)[C@]1(C)[C@@H]2C=O,DTXSID30881243,,1343,1343_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,166.263,0.0301,1.5218,,FOOD COSMET TOXICOL 16:793,,https://www.ng.cosmosdb.eu/,28279,ToxVal00029_01292eb01a32667a
,Isobutyl butyrate,539-90-2,CCCC(OCC(C)C)=O,DTXSID8047557,,1344,1344_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,144.213,0.0347,1.46,,FOOD COSMET TOXICOL 17:833,,https://www.ng.cosmosdb.eu/,28280,ToxVal00029_b5f6ca2847e2e19e
,Isobutyl butyrate,539-90-2,CCCC(OCC(C)C)=O,DTXSID8047557,,1345,1345_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,9518,mg/kg-day,144.213,0.066,1.1805,,IND MED SURG 41:31-33,,https://www.ng.cosmosdb.eu/,28281,ToxVal00029_b5f6ca2847e2e19e
,Isobutyl 3-phenylacrylate,122-67-8,CC(C)COC(C=Cc1ccccc1)=O,DTXSID2047646,,1346,1346_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,204.268,0.0245,1.6112,,FOOD COSMET TOXICOL 14:799,,https://www.ng.cosmosdb.eu/,28282,ToxVal00029_57eb38b6095f9893
,"Formic acid, 2-methylpropyl ester",542-55-2,CC(C)COC=O,DTXSID7060257,,1347,1347_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3064,mg/kg-day,102.132,0.03,1.5229,,IND MED SURG 41:31-33,,https://www.ng.cosmosdb.eu/,28283,ToxVal00029_3fccbc29da1e1c1b
,Isobutyl furan-2-propionate,105-01-1,CC(C)COC(CCc1ccc[o]1)=O,DTXSID4051532,,1348,1348_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1950,mg/kg-day,196.245,0.0099,2.0028,,FOOD COSMET TOXICOL 17:835,,https://www.ng.cosmosdb.eu/,28284,ToxVal00029_d194c877d1b57874
,Isobutyl phenylacetate,102-13-6,CC(C)COC(Cc1ccccc1)=O,DTXSID6051512,,1349,1349_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,192.257,0.026,1.5849,,FOOD COSMET TOXICOL 13:811,,https://www.ng.cosmosdb.eu/,28285,ToxVal00029_686127802f533c76
,"Propanoic acid, 2-methylpropyl ester",540-42-1,CCC(OCC(C)C)=O,DTXSID8060240,,1350,1350_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,5598,mg/kg-day,130.186,0.043,1.3665,,IND MED SURG 41:31-33,,https://www.ng.cosmosdb.eu/,28286,ToxVal00029_613dd63360a6dfd9
,Isoeugenyl acetate,93-29-8,CC=Cc(cc1)cc(OC)c1OC(C)=O,DTXSID0052625,,1351,1351_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3450,mg/kg-day,206.24,0.0167,1.7766,,FOOD COSMET TOXICOL 13:819-820,,https://www.ng.cosmosdb.eu/,28287,ToxVal00029_23f1fb150230b9a8
,4-Prop-1-enylveratrole,93-16-3,CC=Cc(cc1)cc(OC)c1OC,DTXSID0052621,,1352,1352_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1500,mg/kg-day,178.23,0.0084,2.0749,,FOOD COSMET TOXICOL 2:327,,https://www.ng.cosmosdb.eu/,28291,ToxVal00029_3d937a2d77743181
,"2-Propenoic acid, 3-phenyl-, 1-methylethyl ester",05/06/7780,CC(C)OC(C=Cc1ccccc1)=O,DTXSID3064809,,1353,1353_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,190.241,0.0263,1.5803,,FOOD CHEM TOXICOL 26:273-415,,https://www.ng.cosmosdb.eu/,28292,ToxVal00029_8f531971f54bfc43
,"2-Propenoic acid, 3-phenyl-, 1-methylethyl ester",05/06/7780,CC(C)OC(C=Cc1ccccc1)=O,DTXSID3064809,,1354,1354_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,2700,mg/kg-day,190.241,0.0142,1.8479,,J PHARMAC EXP THER 93:26,,https://www.ng.cosmosdb.eu/,28293,ToxVal00029_8f531971f54bfc43
,2-(1-Methylethyl)-5-methylhex-2-enal,35158-25-9,CC(C)CC=C(C(C)C)C=O,DTXSID5067891,,1355,1355_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,154.252,0.0324,1.4893,,FOOD COSMET TOXICOL 14:317,,https://www.ng.cosmosdb.eu/,28294,ToxVal00029_f6ba1fdd9fdd870c
,p-Isopropylphenylacetaldehyde,4395-92-0,CC(C)c1ccc(CC=O)cc1,DTXSID2052102,,1356,1356_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4100,mg/kg-day,162.231,0.0253,1.5973,,FOOD COSMET TOXICOL 17:533,,https://www.ng.cosmosdb.eu/,28296,ToxVal00029_882bff4da4ca3133
,Isopropyl tiglate,1733-25-1,CC(C)OC(/C(\C)=C/C)=O,DTXSID70883746,,1357,1357_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,142.197,0.0352,1.4539,,FOOD COSMET TOXICOL 17:839,,https://www.ng.cosmosdb.eu/,28297,ToxVal00029_3342843db120e52c
,ISOQUINOLINE,-,c1ccc(cncc2)c2c1,NODTXSID,,1358,1358_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,360,mg/kg-day,129.162,0.0028,2.5548,,FEM 000046 1:93,,https://www.ng.cosmosdb.eu/,28298,ToxVal00029_ef05cbfb52c4d143
,Linalool oxide,1365-19-1,CC(CCC=C(C)C)(C1OC1)O,DTXSID6052746,,1359,1359_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1150,mg/kg-day,170.251,0.0068,2.1704,,FOOD CHEM TOXICOL 21:863-864,,https://www.ng.cosmosdb.eu/,28303,ToxVal00029_da03e92d292698b5
,Linalyl formate,115-99-1,CC(CCC=C(C)C)(C=C)OC=O,DTXSID2047642,,1360,1360_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,182.262,0.0274,1.5617,,FOOD COSMET TOXICOL 13:833,,https://www.ng.cosmosdb.eu/,28304,ToxVal00029_5c93b3174bd4a41e
,Linalyl formate,115-99-1,CC(CCC=C(C)C)(C=C)OC=O,DTXSID2047642,,1361,1361_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,5390,mg/kg-day,182.262,0.0296,1.5291,,FOOD CHEM TOXICOL 41:995-999,,https://www.ng.cosmosdb.eu/,28305,ToxVal00029_5c93b3174bd4a41e
,"3,7-Dimethylocta-1,6-dien-3-yl propanoate",144-39-8,CCC(OC(C)(CCC=C(C)C)C=C)=O,DTXSID1047574,,1362,1362_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,210.316,0.0238,1.6239,,FOOD COSMET TOXICOL 13:839,,https://www.ng.cosmosdb.eu/,28306,ToxVal00029_e04c0388392c3295
,4-Isopropenylcyclohex-1-en-1-ylmethanol,536-59-4,CC(C1CC=C(CO)CC1)=C,DTXSID4052180,,1363,1363_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2100,mg/kg-day,152.236,0.0138,1.8603,,FOOD COSMET TOXICOL 19:253,,https://www.ng.cosmosdb.eu/,28307,ToxVal00029_c9c56c5d5a8834c0
,"Butanoic acid, 3-methyl-, 5-methyl-2-(1-methylethyl)cyclohexyl ester",16409-46-4,CC(C)CC(OC(CC(C)CC1)C1C(C)C)=O,DTXSID00861678,,1364,1364_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,240.385,0.0208,1.6819,,FOOD CHEM TOXICOL 20:735,,https://www.ng.cosmosdb.eu/,28308,ToxVal00029_a0de83db9b2962d8
,"Propanoic acid, 2-mercapto-",79-42-5,CC(C(O)=O)S,DTXSID80861636,,1365,1365_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1120,mg/kg-day,106.145,0.0106,1.9767,,FEM 000018 2:189,,https://www.ng.cosmosdb.eu/,28309,ToxVal00029_66728e2cf2315b36
,2-Methoxybenzaldehyde,135-02-4,COc1c(C=O)cccc1,DTXSID1051690,,1366,1366_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2500,mg/kg-day,136.15,0.0184,1.7361,,FOOD COSMET TOXICOL 17:855,,https://www.ng.cosmosdb.eu/,28310,ToxVal00029_319e382f5884dff9
,2-Methoxybenzaldehyde,135-02-4,COc1c(C=O)cccc1,DTXSID1051690,,1367,1367_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2705,mg/kg-day,136.15,0.0199,1.7019,,ASP,,https://www.ng.cosmosdb.eu/,28311,ToxVal00029_319e382f5884dff9
,1-(4-Methoxyphenyl)-2-propanone,122-84-9,CC(Cc(cc1)ccc1OC)=O,DTXSID9059545,,1368,1368_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3330,mg/kg-day,164.203,0.0203,1.6929,,FOOD COSMET TOXICOL 17:857,,https://www.ng.cosmosdb.eu/,28312,ToxVal00029_90578fae150689df
,Methyl 4-methoxybenzoate,121-98-2,COC(c(cc1)ccc1OC)=O,DTXSID7047645,,1369,1369_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,166.175,0.0301,1.5216,,FOOD COSMET TOXICOL 14:481,,https://www.ng.cosmosdb.eu/,28313,ToxVal00029_4c14b2ea428e7ec3
,"2-Butenoic acid, 2-methyl-, (2E)-",80-59-1,C/C=C(\C)/C(O)=O,DTXSID80883257,,1370,1370_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,100.117,0.0499,1.3015,,FOOD CHEM TOXICOL 20:837,,https://www.ng.cosmosdb.eu/,28314,ToxVal00029_2ed53feeddcb665e
,3-METHYL-3-BUTEN-2-ONE,-,CC(C(C)=O)=C,NODTXSID,,1371,1371_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,180,mg/kg-day,84.1175,0.0021,2.6696,,ARCH IND HYG OCCUPATIONAL MED 4:119-122,,https://www.ng.cosmosdb.eu/,28315,ToxVal00029_b8d95c55609c9f09
,METHYL CYCLOHEXANECARBOXYLATE,-,COC(C1CCCCC1)=O,NODTXSID,,1372,1372_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3881,mg/kg-day,142.197,0.0273,1.5639,,DRUG CHEM TOXICOL 3:249-257,,https://www.ng.cosmosdb.eu/,28316,ToxVal00029_6d58e74485fa3279
