Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM(g/mol),Operación,pLD50,,long_ref,,source_url,toxval_id,chemical_id
,1-Decanol,112-30-1,CCCCCCCCCCO,DTXSID7021946,,362,362_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,26410,mg/kg-day,158.284,0.1669,0.7777,,FAP,,https://www.ng.cosmosdb.eu/,22129,ToxVal00029_065307db3ce80f6c
,1-Decanol,112-30-1,CCCCCCCCCCO,DTXSID7021946,,363,363_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,19200,mg/kg-day,158.284,0.1213,0.9161,,ARCH TOXIKOL 26:84-90,,https://www.ng.cosmosdb.eu/,22130,ToxVal00029_065307db3ce80f6c
,1-Decanol,112-30-1,CCCCCCCCCCO,DTXSID7021946,,364,364_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,35000,mg/kg-day,158.284,0.2211,0.6554,,TOKSITOL NOVYKH PROM KHIM VESHCHESTV 5:51-66,,https://www.ng.cosmosdb.eu/,22131,ToxVal00029_065307db3ce80f6c
,1-Decanol,112-30-1,CCCCCCCCCCO,DTXSID7021946,,365,365_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,19200,mg/kg-day,158.284,0.1213,0.9161,,ARCH TOXIKOL 26:84-90,,https://www.ng.cosmosdb.eu/,22132,ToxVal00029_065307db3ce80f6c
,1-Decanol,112-30-1,CCCCCCCCCCO,DTXSID7021946,,366,366_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,6400,mg/kg-day,158.284,0.0404,1.3933,,IND HYG TOXICOL 2:1467,,https://www.ng.cosmosdb.eu/,22133,ToxVal00029_065307db3ce80f6c
,Ethyl salicylate,118-61-6,CCOC(c(cccc1)c1O)=O,DTXSID1021958,,367,367_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1400,mg/kg-day,166.175,0.0084,2.0744,,AM J PHYSIOLOGY 13:331,,https://www.ng.cosmosdb.eu/,22134,ToxVal00029_7a73d7dfc16217db
,Benzophenone,119-61-9,O=C(c1ccccc1)c1ccccc1,DTXSID0021961,,368,368_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1900,mg/kg-day,182.221,0.0104,1.9818,,ASP,,https://www.ng.cosmosdb.eu/,22148,ToxVal00029_762848f99eb73acb
,Benzophenone,119-61-9,O=C(c1ccccc1)c1ccccc1,DTXSID0021961,,369,369_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1600,mg/kg-day,182.221,0.0088,2.0565,,ASP,,https://www.ng.cosmosdb.eu/,22149,ToxVal00029_762848f99eb73acb
,3-Ethoxy-4-hydroxybenzaldehyde,121-32-4,CCOc(cc(C=O)cc1)c1O,DTXSID5021968,,370,370_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2000,mg/kg-day,166.175,0.012,1.9195,,FOOD COSMET TOXICOL 2:327,,https://www.ng.cosmosdb.eu/,22157,ToxVal00029_ae9c8db2285792b7
,3-Ethoxy-4-hydroxybenzaldehyde,121-32-4,CCOc(cc(C=O)cc1)c1O,DTXSID5021968,,371,371_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3000,mg/kg-day,166.175,0.0181,1.7434,,J AM PHARM ASSN 29:425,,https://www.ng.cosmosdb.eu/,22158,ToxVal00029_ae9c8db2285792b7
,4-Hydroxy-3-methoxybenzaldehyde,121-33-5,COc(cc(C=O)cc1)c1O,DTXSID0021969,,372,372_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1400,mg/kg-day,152.149,0.0092,2.0361,,FOOD COSMET TOXICOL 2:327,,https://www.ng.cosmosdb.eu/,22174,ToxVal00029_e7a801032e77c5dd
,4-Hydroxy-3-methoxybenzaldehyde,121-33-5,COc(cc(C=O)cc1)c1O,DTXSID0021969,,373,373_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1580,mg/kg-day,152.149,0.0104,1.9836,,FOOD COSMET TOXICOL 15:633-638,,https://www.ng.cosmosdb.eu/,22175,ToxVal00029_e7a801032e77c5dd
,4-Isopropylbenzaldehyde,122-03-2,CC(C)c1ccc(C=O)cc1,DTXSID9021974,,374,374_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1390,mg/kg-day,148.204,0.0094,2.0278,,FOOD COSMET TOXICOL 12:395,,https://www.ng.cosmosdb.eu/,22227,ToxVal00029_1984756795080c5d
,Ethyl hexanoate,123-66-0,CCCCCC(OCC)=O,DTXSID3021980,,375,375_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,144.213,0.0347,1.46,,FOOD COSMET TOXICOL 14:761-762,,https://www.ng.cosmosdb.eu/,22238,ToxVal00029_73e630f43e9614bb
,Butyl acetate,123-86-4,CCCCOC(C)=O,DTXSID3021982,,376,376_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,4700,mg/kg-day,116.159,0.0405,1.393,,FEM 000001 3:430,,https://www.ng.cosmosdb.eu/,22249,ToxVal00029_c96aa867c8f225ed
,Butyl acetate,123-86-4,CCCCOC(C)=O,DTXSID3021982,,377,377_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,13100,mg/kg-day,116.159,0.1128,0.9478,,FEM 000001 3:430,,https://www.ng.cosmosdb.eu/,22250,ToxVal00029_c96aa867c8f225ed
,Butyl acetate,123-86-4,CCCCOC(C)=O,DTXSID3021982,,378,378_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7056,mg/kg-day,116.159,0.0607,1.2165,,UNIV CAL PUBL PHARMACOL 2:231,,https://www.ng.cosmosdb.eu/,22251,ToxVal00029_c96aa867c8f225ed
,Butyl acetate,123-86-4,CCCCOC(C)=O,DTXSID3021982,,379,379_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3200,mg/kg-day,116.159,0.0275,1.5599,,FEM 000001 3:430,,https://www.ng.cosmosdb.eu/,22252,ToxVal00029_c96aa867c8f225ed
,Sodium propionate,137-40-6,CCC([O-])=O.[Na+],DTXSID7021996,,380,380_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,5100,mg/kg-day,96.0607,0.0531,1.275,,TOKYO IKA DAIGAKU ZASSHI 21:261-302,,https://www.ng.cosmosdb.eu/,22268,ToxVal00029_180f72014feb77b0
,Ethanolamine,141-43-5,NCCO,DTXSID6022000,,381,381_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2140,mg/kg-day,61.0836,0.035,1.4555,,FAP,,https://www.ng.cosmosdb.eu/,22279,ToxVal00029_6c84f00098300c25
,Ethyl acetate,141-78-6,CCOC(C)=O,DTXSID1022001,,382,382_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5600,mg/kg-day,88.1055,0.0636,1.1968,,FOOD COSMET TOXICOL 12:711-712,,https://www.ng.cosmosdb.eu/,22289,ToxVal00029_5771b216876267df
,Hexyl acetate,142-92-7,CCCCCCOC(C)=O,DTXSID6022006,,383,383_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6160,mg/kg-day,144.213,0.0427,1.3694,,TOXICOLOGY AND METABOLISM OF INDUSTRIAL SOLVENTS P 546,,https://www.ng.cosmosdb.eu/,22305,ToxVal00029_450bc88617d93e9d
,1-Nonanol,143-08-8,CCCCCCCCCO,DTXSID6022008,,384,384_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3560,mg/kg-day,144.257,0.0247,1.6077,,FOOD COSMET TOXICOL 11:103-104,,https://www.ng.cosmosdb.eu/,22306,ToxVal00029_94a35beba6a13a77
,1-Nonanol,143-08-8,CCCCCCCCCO,DTXSID6022008,,385,385_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,6400,mg/kg-day,144.257,0.0444,1.353,,FOOD COSMET TOXICOL 11:103-104,,https://www.ng.cosmosdb.eu/,22307,ToxVal00029_94a35beba6a13a77
,Hydroquinone dimethyl ether,150-78-7,COc(cc1)ccc1OC,DTXSID0022014,,386,386_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,8500,mg/kg-day,138.165,0.0615,1.211,,J IND HYG TOXICOL 31:79-82,,https://www.ng.cosmosdb.eu/,22309,ToxVal00029_412c2c6c94dc4c49
,Dibutyl sulfide,544-40-1,CCCCSCCCC,DTXSID6022058,,387,387_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2220,mg/kg-day,146.297,0.0152,1.8189,,FOOD COSMET TOXICOL 17:769,,https://www.ng.cosmosdb.eu/,22310,ToxVal00029_4cb973857168658b
,4-PROPYLPHENOL,-,CCCc(cc1)ccc1O,NODTXSID,,388,388_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,700,mg/kg-day,136.193,0.0051,2.2891,,FEM 000033 22:5097,,https://www.ng.cosmosdb.eu/,22316,ToxVal00029_0795b936771adb8b
,gamma-Decanolactone,706-14-9,CCCCCCCC(C1)OC1=O,DTXSID4022109,,389,389_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,170.251,0.0294,1.5321,,FOOD COSMET TOXICOL 14:741,,https://www.ng.cosmosdb.eu/,22320,ToxVal00029_431fbd4bf4506926
,gamma-Decanolactone,706-14-9,CCCCCCCC(C1)OC1=O,DTXSID4022109,,390,390_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,4696,mg/kg-day,170.251,0.0276,1.5594,,J ETHNOPHARMACOL 58:175-181,,https://www.ng.cosmosdb.eu/,22321,ToxVal00029_431fbd4bf4506926
,2-Nonanone,821-55-6,CCCCCCCC(C)=O,DTXSID2022125,,391,391_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3200,mg/kg-day,142.241,0.0225,1.6479,,ASP,,https://www.ng.cosmosdb.eu/,22323,ToxVal00029_9776b2c044f19c48
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,392,392_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4700,mg/kg-day,100.16,0.0469,1.3286,,FOOD COSMET TOXICOL 12:909-910,,https://www.ng.cosmosdb.eu/,22328,ToxVal00029_1eff7f4122cc7b3e
,(Z)-3-Hexen-1-ol,928-96-1,CC/C=C\CCO,DTXSID6022137,,393,393_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7100,mg/kg-day,100.16,0.0709,1.1494,,FOOD COSMET TOXICOL 7:451,,https://www.ng.cosmosdb.eu/,22329,ToxVal00029_1eff7f4122cc7b3e
,Menthol,1490-04-6,CC(C)C(CCC(C)C1)C1O,DTXSID8029650,,394,394_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2900,mg/kg-day,156.268,0.0186,1.7315,,FEM 000005 3:793,,https://www.ng.cosmosdb.eu/,22336,ToxVal00029_f7998090b0f666b7
,Menthol,1490-04-6,CC(C)C(CCC(C)C1)C1O,DTXSID8029650,,395,395_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,cat,oral,=,800,mg/kg-day,156.268,0.0051,2.2908,,FEM 000005 3:793,,https://www.ng.cosmosdb.eu/,22337,ToxVal00029_f7998090b0f666b7
,1-Hexen-3-ol,4798-44-1,CCCC(C=C)O,DTXSID1022219,,396,396_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,450.5,mg/kg-day,100.16,0.0045,2.347,,FEM 000002 37:7161,,https://www.ng.cosmosdb.eu/,22351,ToxVal00029_cc51e06f3a1bce59
,Nerolidol,7212-44-4,CC(CCC=C(C)CCC=C(C)C)(C=C)O,DTXSID3022247,,397,397_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,222.37,0.0225,1.6481,,FOOD COSMET TOXICOL 13:887,,https://www.ng.cosmosdb.eu/,22352,ToxVal00029_b8763f0831163a9b
,p-Ethoxybenzaldehyde,10031-82-0,CCOc1ccc(C=O)cc1,DTXSID7022251,,398,398_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2100,mg/kg-day,150.176,0.014,1.8544,,FOOD COSMET TOXICOL 18:681,,https://www.ng.cosmosdb.eu/,22353,ToxVal00029_ce18c5613e306328
,Isoeugenol,97-54-1,CC=Cc(cc1)cc(OC)c1O,DTXSID7022413,,399,399_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1560,mg/kg-day,164.203,0.0095,2.0223,,FOOD COSMET TOXICOL 13:815,,https://www.ng.cosmosdb.eu/,22396,ToxVal00029_1b47dfba88d25bf3
,Isoeugenol,97-54-1,CC=Cc(cc1)cc(OC)c1O,DTXSID7022413,,400,400_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1410,mg/kg-day,164.203,0.0086,2.0662,,FOOD COSMET TOXICOL 13:815,,https://www.ng.cosmosdb.eu/,22397,ToxVal00029_1b47dfba88d25bf3
,Ethyl cinnamate,103-36-6,CCOC(C=Cc1ccccc1)=O,DTXSID9022520,,401,401_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1520,mg/kg-day,176.214,0.0086,2.0642,,FEM 000032 2:251,,https://www.ng.cosmosdb.eu/,22419,ToxVal00029_d83a7b03483e4190
,Ethyl cinnamate,103-36-6,CCOC(C=Cc1ccccc1)=O,DTXSID9022520,,402,402_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,4000,mg/kg-day,176.214,0.0227,1.644,,FEM 000032 9:1987-1997,,https://www.ng.cosmosdb.eu/,22420,ToxVal00029_d83a7b03483e4190
,Ethyl cinnamate,103-36-6,CCOC(C=Cc1ccccc1)=O,DTXSID9022520,,403,403_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,4000,mg/kg-day,176.214,0.0227,1.644,,FEM 000032 9:1987-1997,,https://www.ng.cosmosdb.eu/,22421,ToxVal00029_d83a7b03483e4190
,HEPTYLPARABEN,-,CCCCCCCOC(c(cc1)ccc1O)=O,NODTXSID,,404,404_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3160,mg/kg-day,236.31,0.0134,1.8738,,FAP,,https://www.ng.cosmosdb.eu/,22432,ToxVal00029_36d99f3b2fd089b4
,Propylparaben,94-13-3,CCCOC(c(cc1)ccc1O)=O,DTXSID4022527,,405,405_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,8000,mg/kg-day,180.202,0.0444,1.3527,,DRUG STAND 20:89-106,,https://www.ng.cosmosdb.eu/,22445,ToxVal00029_c97ddd1dfb48da38
,Methylparaben,99-76-3,COC(c(cc1)ccc1O)=O,DTXSID4022529,,406,406_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3950,mg/kg-day,152.149,0.026,1.5857,,GRM,,https://www.ng.cosmosdb.eu/,22473,ToxVal00029_669fea8ce91b24ba
,Methylparaben,99-76-3,COC(c(cc1)ccc1O)=O,DTXSID4022529,,407,407_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,3250,mg/kg-day,152.149,0.0214,1.6704,,GRM,,https://www.ng.cosmosdb.eu/,22474,ToxVal00029_669fea8ce91b24ba
,Methylparaben,99-76-3,COC(c(cc1)ccc1O)=O,DTXSID4022529,,408,408_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3000,mg/kg-day,152.149,0.0197,1.7051,,GRM,,https://www.ng.cosmosdb.eu/,22475,ToxVal00029_669fea8ce91b24ba
,Methylparaben,99-76-3,COC(c(cc1)ccc1O)=O,DTXSID4022529,,409,409_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2100,mg/kg-day,152.149,0.0138,1.86,,GRM,,https://www.ng.cosmosdb.eu/,22476,ToxVal00029_669fea8ce91b24ba
,L-Aspartic acid,56-84-8,N[C@@H](CC(O)=O)C(O)=O,DTXSID7022621,,410,410_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,133.103,0.0376,1.4252,,FMF,,https://www.ng.cosmosdb.eu/,22490,ToxVal00029_72b4d6bb1a1abd98
,Biotin,58-85-5,OC(CCCC[C@@H]([C@H]1N2)SC[C@@H]1NC2=O)=O,DTXSID7022679,,411,411_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,10000,mg/kg-day,244.314,0.0409,1.3879,,GRM,,https://www.ng.cosmosdb.eu/,22508,ToxVal00029_c8ea66d7050b39f0
,Canthaxanthin,514-78-3,CC(C)(CC1)C(/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(C(C)(C)CC2)=C(C)C2=O)=C(C)C1=O,DTXSID0022727,,412,412_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,10000,mg/kg-day,564.851,0.0177,1.7519,,CAP,,https://www.ng.cosmosdb.eu/,22523,ToxVal00029_dc662e28cf60823e
,Canthaxanthin,514-78-3,CC(C)(CC1)C(/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(C(C)(C)CC2)=C(C)C2=O)=C(C)C1=O,DTXSID0022727,,413,413_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,20000,mg/kg-day,564.851,0.0354,1.4509,,CAP,,https://www.ng.cosmosdb.eu/,22524,ToxVal00029_dc662e28cf60823e
,L-Cysteine,52-90-4,N[C@@H](CS)C(O)=O,DTXSID8022876,,414,414_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5580,mg/kg-day,121.16,0.0461,1.3367,,OYO YAKURI 7:1251-1264,,https://www.ng.cosmosdb.eu/,22559,ToxVal00029_872525999974d30a
,L-Cysteine,52-90-4,N[C@@H](CS)C(O)=O,DTXSID8022876,,415,415_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3550,mg/kg-day,121.16,0.0293,1.5331,,OYO YAKURI 7:1251-1264,,https://www.ng.cosmosdb.eu/,22560,ToxVal00029_872525999974d30a
,D-Glucose,50-99-7,OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,DTXSID7022910,,416,416_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,25800,mg/kg-day,180.155,0.1432,0.844,,FOOD ADDITIVES HANDBOOK (R J LEWIS) PAGE 231,,https://www.ng.cosmosdb.eu/,22593,ToxVal00029_58461fac9c2199e4
,Docusate sodium,577-11-7,CCCCC(CC)COC(CC(C(OCC(CC)CCCC)=O)S([O-])(=O)=O)=O.[Na+],DTXSID8022959,,417,417_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1900,mg/kg-day,444.563,0.0043,2.3692,,J SOC COSMET CHEM 13:469,,https://www.ng.cosmosdb.eu/,22622,ToxVal00029_4a34f071e5034585
,Docusate sodium,577-11-7,CCCCC(CC)COC(CC(C(OCC(CC)CCCC)=O)S([O-])(=O)=O)=O.[Na+],DTXSID8022959,,418,418_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,650,mg/kg-day,444.563,0.0015,2.835,,CAN J COMP MED 39:434-441,,https://www.ng.cosmosdb.eu/,22623,ToxVal00029_4a34f071e5034585
,Docusate sodium,577-11-7,CCCCC(CC)COC(CC(C(OCC(CC)CCCC)=O)S([O-])(=O)=O)=O.[Na+],DTXSID8022959,,419,419_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1500,mg/kg-day,444.563,0.0034,2.4718,,DRUG STANDARD 28:154-162,,https://www.ng.cosmosdb.eu/,22624,ToxVal00029_4a34f071e5034585
,CREOSOTE,-,COc(cccc1)c1O,NODTXSID,,420,420_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,433,mg/kg-day,124.139,0.0035,2.4574,,OYO YAKURI PHARMACOMETR 21:899-919,,https://www.ng.cosmosdb.eu/,22684,ToxVal00029_101f15043039996c
,CREOSOTE,-,COc(cccc1)c1O,NODTXSID,,421,421_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,870,mg/kg-day,124.139,0.007,2.1544,,OYO YAKURI PHARMACOMETR 21:899-919,,https://www.ng.cosmosdb.eu/,22685,ToxVal00029_101f15043039996c
,2-Methoxyphenol,90-05-1,COc(cccc1)c1O,DTXSID0023113,,422,422_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,725,mg/kg-day,124.139,0.0058,2.2336,,TOXICOL APPL PHARMACOL 6:378,,https://www.ng.cosmosdb.eu/,22689,ToxVal00029_87b887f031651e22
,2-Methoxyphenol,90-05-1,COc(cccc1)c1O,DTXSID0023113,,423,423_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,4000,mg/kg-day,124.139,0.0322,1.4918,,IND HYG TOXICOL 2:1683,,https://www.ng.cosmosdb.eu/,22690,ToxVal00029_87b887f031651e22
,Lactic acid,50-21-5,CC(C(O)=O)O,DTXSID7023192,,424,424_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3730,mg/kg-day,90.0776,0.0414,1.3829,,IND HYG TOXICOL 23:259-268,,https://www.ng.cosmosdb.eu/,22713,ToxVal00029_545fa43decf1b5c6
,Lactic acid,50-21-5,CC(C(O)=O)O,DTXSID7023192,,425,425_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,4875,mg/kg-day,90.0776,0.0541,1.2666,,GRM,,https://www.ng.cosmosdb.eu/,22714,ToxVal00029_545fa43decf1b5c6
,Lactic acid,50-21-5,CC(C(O)=O)O,DTXSID7023192,,426,426_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1810,mg/kg-day,90.0776,0.0201,1.6969,,IND HYG TOXICOL 23:259-268,,https://www.ng.cosmosdb.eu/,22715,ToxVal00029_545fa43decf1b5c6
,Lactose,63-42-3,OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@@H](CO)OC([C@@H]1O)O)[C@@H]1O,DTXSID2023193,,427,427_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,16000,mg/kg-day,342.296,0.0467,1.3303,,SBJ,,https://www.ng.cosmosdb.eu/,22731,ToxVal00029_a4e5238c8a99a59b
,Lactose,63-42-3,OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@@H](CO)OC([C@@H]1O)O)[C@@H]1O,DTXSID2023193,,428,428_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,16000,mg/kg-day,342.296,0.0467,1.3303,,SBJ,,https://www.ng.cosmosdb.eu/,22732,ToxVal00029_a4e5238c8a99a59b
,Lactose,63-42-3,OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@@H](CO)OC([C@@H]1O)O)[C@@H]1O,DTXSID2023193,,429,429_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,16000,mg/kg-day,342.296,0.0467,1.3303,,SBJ,,https://www.ng.cosmosdb.eu/,22733,ToxVal00029_a4e5238c8a99a59b
,Lactose,63-42-3,OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@@H](CO)OC([C@@H]1O)O)[C@@H]1O,DTXSID2023193,,430,430_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,14500,mg/kg-day,342.296,0.0424,1.373,,SBJ,,https://www.ng.cosmosdb.eu/,22734,ToxVal00029_a4e5238c8a99a59b
,D-Mannitol,69-65-8,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,DTXSID1023235,,431,431_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,16400,mg/kg-day,182.171,0.09,1.0456,,GRM,,https://www.ng.cosmosdb.eu/,22766,ToxVal00029_3e4b702c03b1d9fe
,D-Mannitol,69-65-8,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,DTXSID1023235,,432,432_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,11900,mg/kg-day,182.171,0.0653,1.1849,,GRM,,https://www.ng.cosmosdb.eu/,22767,ToxVal00029_3e4b702c03b1d9fe
,D-Mannitol,69-65-8,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,DTXSID1023235,,433,433_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,14000,mg/kg-day,182.171,0.0769,1.1144,,GRM,,https://www.ng.cosmosdb.eu/,22768,ToxVal00029_3e4b702c03b1d9fe
,D-Mannitol,69-65-8,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,DTXSID1023235,,434,434_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4500,mg/kg-day,182.171,0.0247,1.6073,,GRM,,https://www.ng.cosmosdb.eu/,22769,ToxVal00029_3e4b702c03b1d9fe
,D-Glucitol,50-70-4,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,DTXSID5023588,,435,435_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,22400,mg/kg-day,182.171,0.123,0.9102,,GRP,,https://www.ng.cosmosdb.eu/,22878,ToxVal00029_431f9d8d6cc82912
,D-Glucitol,50-70-4,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,DTXSID5023588,,436,436_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,16000,mg/kg-day,182.171,0.0878,1.0564,,GRM,,https://www.ng.cosmosdb.eu/,22879,ToxVal00029_431f9d8d6cc82912
,D-Glucitol,50-70-4,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,DTXSID5023588,,437,437_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,15900,mg/kg-day,182.171,0.0873,1.0591,,GRP,,https://www.ng.cosmosdb.eu/,22880,ToxVal00029_431f9d8d6cc82912
,L-Tartaric acid,87-69-4,O[C@H]([C@H](C(O)=O)O)C(O)=O,DTXSID8023632,,438,438_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,920,mg/kg-day,150.086,0.0061,2.2126,,GRM,,https://www.ng.cosmosdb.eu/,22888,ToxVal00029_6dd7914b5d74480b
