PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,Agonist_Activity,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0005215015 uM,Activity at 0.00156 uM,Activity at 0.00466 uM,Activity at 0.00590 uM,Activity at 0.014 uM,Activity at 0.042 uM,Activity at 0.068 uM,Activity at 0.127 uM,Activity at 0.378 uM,Activity at 0.782 uM,Activity at 1.156 uM,Activity at 3.420 uM,Activity at 5.843 uM,Activity at 10.21 uM,Activity at 30.24 uM,Activity at 43.68 uM,Activity at 92.27 uM,Activity at 218.9 uM,Activity at 489.4 uM,Activity at 1094.5 uM,Activity at 2447.4 uM,Activity at 5811.1 uM,Activity at 12995.4 uM,Activity at 29059.9 uM,Activity at 64977.0 uM,Compound QC
1360,17389752,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548315-01/37961611,,Inactive,,,,0,,,,,,,4,,-1.185,-0.7596,,-0.1554,,-0.3247,-0.3097,-1.2643,-1.0863,-0.5038,-0.2155,-0.6586,,-1.3381,-0.7074,0.3979,-0.7942,-1.185,,,,,,,,,QC'd by NIEHS/NTP
1361,17389753,5865,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02540552-01/37961356,,Inactive,,,,0,,,,,,,4,,-0.1114,0.0008,,-0.1472,,-0.7221,0.4951,-0.074,-0.6479,-0.4249,0.4326,-1.1659,,-0.8976,-0.0301,1.1156,0.7134,-0.1114,,,,,,,,,QC'd by NIEHS/NTP
1362,17389754,5794,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07935500-01/37961040,,Inactive,,,,0,,-6.35,1.9673,0.7565,6,0.2641,4,0 0 0 0 0 0 0 1 1 1 1 1 1 1,1.2696,-0.1615,,0.7611,,-0.0786,0.9852,-0.1966,0.4175,3.1211,0.1006,-2.8998,,0.0965,0.6003,2.6573,0.9181,1.2696,,,,,,,,,QC'd by NIEHS/NTP
1363,17389755,6811,C1=CC=C2C(=C1)C(=O)OC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944728-01/37962343,,Inactive,,,,0,,,,,,,4,,1.0374,0.0301,,0.5536,,0.2791,0.8886,-0.1745,-1.3514,-0.6613,-0.7448,-1.0634,,-1.3999,-1.2334,0.6121,-0.0566,1.0374,,,,,,,,,QC'd by NIEHS/NTP
1364,17389756,7017,C1=CC=C(C=C1)C2=CC=CC=C2O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080868-01/37961968,,Inactive,,,,0,,-5.7,4.9549,0.9448,-7.859,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.2774,-0.1703,,0.1993,,-0.053,-0.136,-0.44,0.1821,-0.3432,0.171,-3.2158,,-0.2824,0.0078,0.2112,0.9408,0.2774,,,,,,,,,QC'd by NIEHS/NTP
1365,17389757,16682730,CC(=O)O[Hg]C1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944715-01/37962151,,Inactive,,,,0,,-4.35,1,0.9223,-13.6983,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-9.3319,-0.8224,,-0.7478,,-0.4556,0.5465,-0.9342,-1.2345,-1.0335,-0.0553,-2.5622,,-1.8673,-1.0292,-5.4363,-7.1585,-9.3319,,,,,,,,,QC'd by NIEHS/NTP
1366,17389758,31217,C1C(O1)COC2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080904-01/37961689,,Inactive,,,,0,,,,,,,4,,0.197,0.2263,,0.2952,,-0.1191,0.433,-0.6041,0.2671,-0.645,-0.0284,-1.4671,,-1.5005,-0.9167,0.6254,-0.2659,0.197,,,,,,,,,QC'd by NIEHS/NTP
1367,17389759,7935,C1=CC(=CC(=C1)N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949344-01/37962066,,Inactive,,,,0,,,,,,,4,,4.5102,-0.3934,,-0.2524,,-0.1944,1.2249,0.1329,-0.4848,1.2065,0.2912,-0.4158,,-0.7948,-0.0205,1.1486,0.3832,4.5102,,,,,,,,,QC'd by NIEHS/NTP
1368,17389760,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981420-01/37961402,,Inactive,,,,0,,,,,,,4,,-1.2311,-0.11,,-0.547,,-1.0785,-0.0444,-0.6047,-1.4274,-0.1025,0.0418,-1.7975,,0.0505,-0.667,-0.8267,-0.5797,-1.2311,,,,,,,,,QC'd by NIEHS/NTP
1369,17389761,676454,C1=CC=C(C=C1)NC(=S)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582975-01/37962140,,Inactive,,,,0,,,,,,,4,,-0.4362,0.2343,,-0.671,,-0.3469,-0.7592,-0.6621,0.336,-1.0919,-0.5611,-0.5172,,-0.9379,-0.1645,-0.1517,0.1774,-0.4362,,,,,,,,,QC'd by NIEHS/NTP
1370,17389763,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990273-01/37962389,,Inactive,,,,0,,-4.1,1.3443,0.8165,12,0.2773,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.438,-0.1097,,0.8552,,0.0647,0.6712,0.1319,0.5982,0.0732,-0.1855,0.2992,,0.4108,0.4575,3.9472,1.9467,7.438,,,,,,,,,QC'd by NIEHS/NTP
1371,17389764,5284441,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582948-01/37962135,,Inactive,,,,0,,,,,,,4,,0.8824,1.2766,,1.3291,,0.9212,0.581,-0.162,-0.2003,0.6302,1.2975,-0.5602,,0.4627,-0.4138,1.6527,1.5838,0.8824,,,,,,,,,QC'd by NIEHS/NTP
1372,17389765,7108,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949347-01/37961572,,Inactive,,,,0,,,,,,,4,,1.8504,-0.1258,,-0.5908,,-0.4687,0.3076,-0.7651,-1.1907,-0.7187,-0.0364,-1.7852,,-1.3218,-0.0139,0.6937,0.116,1.8504,,,,,,,,,QC'd by NIEHS/NTP
1373,17389766,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08013825-01/37961460,,Inactive,,,,0,,,,,,,4,,0.9089,-0.7653,,0.5635,,0.0391,0.1491,-0.1412,1.8515,-0.0789,-0.8916,-0.0432,,-0.0424,0.0737,0.4534,0.361,0.9089,,,,,,,,,QC'd by NIEHS/NTP
1374,17389767,996,C1=CC=C(C=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001639-01/37962108,,Inactive,,,,0,,,,,,,4,,-1.7281,-0.4796,,-0.093,,-1.7545,-0.1252,-2.0176,-1.8745,-1.328,0.0575,-0.3523,,-1.3822,-1.5856,-0.2202,-1.6118,-1.7281,,,,,,,,,QC'd by NIEHS/NTP
1375,17389768,13266,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990199-01/37961283,,Inactive,,,,0,,-5.8,4.9549,0.5702,-1.7784,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1,1.0778,0.2122,,-0.0926,,-0.5554,0.323,1.1795,-0.6848,0.2669,0.3787,-1.3737,,-1.482,-0.4237,0.6372,1.3655,1.0778,,,,,,,,,QC'd by NIEHS/NTP
1376,17389770,4754,CCOC1=CC=C(C=C1)NC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990323-01/37962163,,Inactive,,,,0,,,,,,,4,,1.2273,-0.0043,,0.0898,,0.2985,0.8068,-0.3116,-0.7011,0.0365,-0.3317,-1.0546,,-1.3245,-0.3799,0.1355,0.8086,1.2273,,,,,,,,,QC'd by NIEHS/NTP
1377,17389772,6720,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981815-01/37962256,,Inactive,,,,0,,,,,,,4,,-0.0122,-0.7308,,-0.1185,,-0.0993,-0.2447,-1.7078,-2.3368,-0.4057,0.163,-2.5615,,-0.4886,-0.728,0.0385,-1.8814,-0.0122,,,,,,,,,QC'd by NIEHS/NTP
1378,17389773,991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944399-01/37961031,,Inactive,,,,0,,-4.2,1.21,0.8863,14,0.2208,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,8.9734,-0.5605,,0.9963,,0.0513,0.5932,-0.1739,0.4306,0.4393,-0.6493,-0.5571,,2.3046,0.3652,4.5177,4.5245,8.9734,,,,,,,,,QC'd by NIEHS/NTP
1379,17389774,54680782,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981412-01/37962263,,Inactive,,,,0,,,,,,,4,,0.477,-0.0003,,0.0948,,0.0896,0.4877,-0.0541,0.0406,-0.2765,-0.5495,-0.8509,,0.4634,-0.0147,0.1611,0.1391,0.477,,,,,,,,,QC'd by NIEHS/NTP
1380,17389775,7579,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990385-01/37961153,,Inactive,,,,0,,-3.9,1.5386,0.478,6,-0.1613,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2.3577,0.0497,,0.3037,,-0.2374,0.0835,-0.7829,-0.506,0.0777,-0.0142,0.4487,,-2.2177,-0.5009,1.2693,0.4961,2.3577,,,,,,,,,QC'd by NIEHS/NTP
1381,17389776,,,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080915-01/37961780,,Inactive,,,,0,,,,,,,4,,0.1236,-1.049,,0.4295,,0.4948,-0.104,-0.5557,-1.565,-0.7949,0.0344,-1.0415,,-1.2889,-0.513,0.0326,0.12,0.1236,,,,,,,,,
1382,17389777,,,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07935594-01/37961169,,Inactive,,,,0,,,,,,,4,,0.1807,0.2186,,-0.037,,0.1795,0.3995,0.4355,1.0228,0.026,0.7651,0.97,,0.3781,-0.123,0.9364,0.0054,0.1807,,,,,,,,,
1383,17389778,7526,C1CCN(CC1)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990361-01/37962114,,Inactive,,,,0,,,,,,,4,,1.0493,0.4531,,0.4951,,0.4289,0.2932,-1.1508,-1.0284,0.0783,-0.0944,-1.2048,,-1.134,-0.6849,1.0102,0.6214,1.0493,,,,,,,,,QC'd by NIEHS/NTP
1384,17389779,9074,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985291-01/37961588,,Inactive,,,,0,,-4.25,1.2876,0.9004,8.5,0.2053,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.0068,-0.2456,,0.8591,,0.3636,0.2679,0.1873,0.3424,-0.0753,-0.1325,-0.0441,,-0.047,0.2669,3.292,2.9914,6.0068,,,,,,,,,QC'd by NIEHS/NTP
1385,17389780,6838,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548301-01/37961755,,Inactive,,,,0,,,,,,,4,,0.1952,-0.2405,,1.0173,,0.187,0.1646,-0.2863,1.7918,-0.2054,0.6676,-0.0157,,-0.0905,0.076,-0.0817,0.7582,0.1952,,,,,,,,,QC'd by NIEHS/NTP
1386,17389781,6124,CN(C)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001071-01/37961278,,Inactive,,,,0,,,,,,,4,,0.3359,0.2709,,1.4467,,0.5473,0.5033,0.3586,1.2139,-0.0242,-0.2618,-1.3595,,0.383,-1.4547,0.9494,0.2075,0.3359,,,,,,,,,QC'd by NIEHS/NTP
1387,17389782,5921,CCN(CC)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990172-01/37961381,,Inactive,,,,0,,,,,,,4,,-0.0915,-0.4747,,0.4667,,0.2047,0.3433,0.04,0.0226,0.4745,-1.5228,-0.1339,,-1.6364,0.1851,1.2811,0.3338,-0.0915,,,,,,,,,QC'd by NIEHS/NTP
1388,17389783,14223,C(CO)N(CCO)N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944712-01/37961520,,Inactive,,,,0,,-5,1.1,0.4285,-6.4644,-0.5,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1,-0.1179,-0.3894,,-0.0977,,-0.525,0.7301,-1.6422,-0.5458,-0.496,0.0192,-1.7531,,-2.0536,-0.2154,0.2273,-1.8341,-0.1179,,,,,,,,,QC'd by NIEHS/NTP
1389,17389784,398,CC(C)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985301-01/37961221,,Inactive,,,,0,,,,,,,4,,0.8973,0.3889,,0.0007,,-0.2662,0.6532,0.9529,0.1914,0.0729,-0.684,-0.7473,,-1.402,-0.4369,0.1642,1.2703,0.8973,,,,,,,,,QC'd by NIEHS/NTP
1390,17389785,7903,CCC[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082721-01/37962306,,Inactive,,,,0,,,,,,,4,,1.2801,-0.506,,0.0731,,-0.3564,0.718,-0.4092,0.6281,0.167,-0.4952,-0.4105,,-1.4336,-0.0712,0.2053,0.2349,1.2801,,,,,,,,,QC'd by NIEHS/NTP
1391,17389786,6849,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082724-01/37961298,,Inactive,,,,0,,,,,,,4,,0.6263,-0.5128,,0.8284,,-0.36,0.4228,-0.1383,-0.3507,-0.5402,-0.3494,-0.5938,,0.4121,-0.3907,0.1177,0.1094,0.6263,,,,,,,,,QC'd by NIEHS/NTP
1392,17389787,6375,C[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08006063-01/37961858,,Inactive,,,,0,,,,,,,4,,0.2496,-1.4109,,0.2428,,-0.1346,0.3866,-0.2334,-0.3054,-0.1821,-1.4324,-1.6305,,-1.4386,-0.1069,0.4851,-0.2422,0.2496,,,,,,,,,QC'd by NIEHS/NTP
1393,17389788,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08006184-01/37961879,,Inactive,,,,0,,-4.1,1.2216,0.841,7.5,-0.0253,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.1502,-0.4377,,1.0026,,-0.1569,0.4341,-0.1367,0.9421,-0.1353,0.6676,-0.4107,,-0.3467,0.7633,1.2236,2.5314,4.1502,,,,,,,,,QC'd by NIEHS/NTP
1394,17389789,6587,CC[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548328-01/37961078,,Inactive,,,,0,,,,,,,4,,-0.343,-0.4652,,-0.4483,,-0.4588,-0.0976,-0.7174,-0.7683,-0.536,0.6813,-0.1623,,-0.7596,0.4806,-0.6676,-0.6932,-0.343,,,,,,,,,QC'd by NIEHS/NTP
1395,17389790,12302,CCCC[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082714-01/37961115,,Inactive,,,,0,,,,,,,4,,0.2183,0.785,,0.2489,,0.686,0.0967,0.0874,-0.1623,-0.6501,-0.2218,-1.0957,,-1.3674,-0.406,1.0724,0.0136,0.2183,,,,,,,,,QC'd by NIEHS/NTP
1396,17389791,6108,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080880-01/37961509,,Inactive,,,,0,,,,,,,4,,0.333,0.4597,,-0.3249,,0.0576,0.4921,-0.009,-0.3501,-1.0693,0.0372,-1.5538,,-1.0874,-1.4648,0.0016,0.4273,0.333,,,,,,,,,QC'd by NIEHS/NTP
1397,17389792,7195,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582967-01/37961575,,Inactive,,,,0,,,,,,,4,,1.0077,0.0518,,0.9819,,0.1335,0.3332,-0.3268,0.9279,0.0634,0.0385,-0.0613,,-0.2875,-0.4345,1.0253,2.04,1.0077,,,,,,,,,QC'd by NIEHS/NTP
1398,17389793,7416,C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07993089-01/37961823,,Inactive,,,,0,,,,,,,4,,0.1987,-0.7504,,-0.3983,,0.0757,0.5755,-1.3861,-0.6539,-0.3812,0.4029,-0.6976,,-0.879,0.3258,-0.5924,0.344,0.1987,,,,,,,,,QC'd by NIEHS/NTP
1399,17389794,12076,C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082681-01/37961918,,Inactive,,,,0,,,,,,,4,,3.6994,0.776,,0.0128,,-0.0294,0.5672,0.2001,-1.0765,0.2347,-0.3727,-1.0875,,-0.4146,-0.4308,0.2971,1.1308,3.6994,,,,,,,,,QC'd by NIEHS/NTP
1400,17389795,7048,COC1=CC=CC=C1[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08007775-01/37961047,,Inactive,,,,0,,,,,,,4,,0.3161,-0.1475,,0.0233,,-0.8449,0.0512,-1.3197,-1.9789,-1.3156,-0.1952,-2.2618,,-1.5799,-1.1828,0.2042,0.181,0.3161,,,,,,,,,QC'd by NIEHS/NTP
1401,17389796,7475,C1=CC(=CC=C1N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001005-01/37961008,,Inactive,,,,0,,,,,,,4,,3.2386,-0.2999,,1.2719,,0.686,0.1851,0.139,0.9111,0.3175,0.0209,0.4294,,0.2257,0.3,1.8162,0.3133,3.2386,,,,,,,,,QC'd by NIEHS/NTP
1402,17389797,11769,C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082693-01/37962086,,Inactive,,,,0,,,,,,,4,,0.834,1.4964,,0.191,,-0.2662,1.0162,-0.6292,-0.5205,0.3456,0.1655,-1.3658,,-0.1715,-0.726,1.5007,0.3575,0.834,,,,,,,,,QC'd by NIEHS/NTP
1403,17389798,7444,CC1=C(C=C(C=C1)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080865-01/37962194,,Inactive,,,,0,,-4.1,1.9673,0.7766,10,0.2814,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.0336,-0.5165,,0.3982,,0.0514,-0.2632,-0.5402,-0.3134,-0.1883,-0.3671,2.6915,,-0.0158,-0.5989,1.3791,2.2961,6.0336,,,,,,,,,QC'd by NIEHS/NTP
1404,17389799,5111791,C1=CC(=C(C=C1[N+](=O)[O-])N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080866-01/37962341,,Inactive,,,,0,,,,,,,4,,1.4718,-0.4837,,-0.2567,,-0.3192,-0.2427,-0.103,0.3057,-0.2197,-0.6472,-0.6124,,-0.6413,0.7791,1.2406,1.0558,1.4718,,,,,,,,,QC'd by NIEHS/NTP
1405,17389800,4338370,C1=CC(=C(C=C1N)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981501-01/37961769,,Inactive,,,,0,,-4.55,2.2526,0.6559,4,-0.9064,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.7466,-0.3485,,0.0348,,-0.5204,0.3211,-1.0916,-2.9506,-0.3058,-0.3795,-3.2553,,-2.8145,-0.0326,0.8584,2.8051,3.7466,,,,,,,,,QC'd by NIEHS/NTP
1406,17389801,5447130,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509330-01/37961246,,Inactive,,,,0,,,,,,,4,,3.587,-1.0235,,0.789,,0.2736,0.9517,-0.4361,0.1414,-0.0305,-0.1642,-1.3216,,0.1684,0.027,0.6187,0.7269,3.587,,,,,,,,,QC'd by NIEHS/NTP
1407,17389802,7447,COC1=C(C=C(C=C1)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981388-01/37961593,,Inactive,,,,0,,,,,,,4,,1.0412,-0.8811,,0.0994,,-0.9385,0.1878,-1.4482,-1.29,-0.8621,0.1532,-2.5018,,-2.191,-1.2894,0.555,-0.0038,1.0412,,,,,,,,,QC'd by NIEHS/NTP
1408,17389803,23668193,N(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509528-01/37961661,,Inactive,,,,0,,,,,,,4,,-1.5401,-0.247,,-0.1102,,-0.0864,0.4221,0.5994,-0.4006,0.0371,-0.4829,-1.8936,,-0.2799,-1.6477,-0.3522,0.442,-1.5401,,,,,,,,,QC'd by NIEHS/NTP
1409,17389804,8758,C(C(=O)O)N(CC(=O)O)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949275-01/37961387,,Inactive,,,,0,,,,,,,4,,-0.7987,-0.1464,,-0.7097,,-0.842,0.0458,-1.057,-0.0234,-0.1465,0.4533,-1.1602,,0.4602,-0.5553,0.1129,-0.1325,-0.7987,,,,,,,,,QC'd by NIEHS/NTP
1410,17389805,89594,CN1CCC[C@H]1C2=CN=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509343-01/37962182,,Inactive,,,,0,,,,,,,4,,0.8408,0.1778,,0.6263,,0.1737,0.3162,0.1678,0.2126,-0.5698,-1.1488,0.5723,,-1.1155,-0.1642,0.1326,0.3949,0.8408,,,,,,,,,QC'd by NIEHS/NTP
1411,17389810,6862,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944107-01/37961209,,Inactive,,,,0,,-4.8,0.7,0.3801,-6.2746,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1,-1.0226,-0.4672,,0.6369,,0.0857,0.4159,-1.5175,-1.0537,-0.0463,0.1616,-1.3141,,-1.8955,-1.4541,0.37,-0.6408,-1.0226,,,,,,,,,QC'd by NIEHS/NTP
1412,17389811,931,C1=CC=C2C=CC=CC2=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02911421-01/37961521,,Inactive,,,,0,,,,,,,4,,0.3686,-0.5901,,0.6653,,-0.4874,0.4097,0.2322,1.1119,-0.2345,0.3937,-0.3629,,-0.4581,0.8186,0.5104,0.525,0.3686,,,,,,,,,QC'd by NIEHS/NTP
1413,17389812,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07935411-01/37961012,,Inactive,,,,0,,,,,,,4,,1.0277,-0.0384,,0.2688,,-0.5478,0.4397,-0.0115,1.1203,0.1211,-0.8925,-0.5859,,-0.1631,0.3657,0.7036,-0.5506,1.0277,,,,,,,,,QC'd by NIEHS/NTP
1414,17389813,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944057-01/37961293,,Inactive,,,,0,,,,,,,4,,0.5095,0.4201,,-0.0122,,0.6909,0.6567,-0.4467,-0.5202,0.4978,0.0249,-0.6497,,-1.0323,-1.0054,0.8008,1.1631,0.5095,,,,,,,,,QC'd by NIEHS/NTP
1415,17389814,300,C(C(=O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08003045-01/37961469,,Inactive,,,,0,,,,,,,4,,0.7196,0.169,,0.1178,,0.0662,0.3467,-0.0807,0.6406,-1.2103,0.1193,-0.4342,,0.0302,1.6571,0.2508,0.1498,0.7196,,,,,,,,,QC'd by NIEHS/NTP
1416,17389815,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944764-01/37962059,,Inactive,,,,0,,,,,,,4,,-0.2006,0.4682,,0.8053,,0.4428,0.2757,-0.4444,-0.1938,-0.2069,-0.4904,-0.475,,-0.9032,-0.6317,1.2015,0.9927,-0.2006,,,,,,,,,QC'd by NIEHS/NTP
1417,17389816,667493,CC1=CC(=O)NC(=S)N1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07948940-01/37962281,,Inactive,,,,0,,,,,,,4,,-0.7448,-0.8664,,0.3411,,-0.1992,0.1723,-0.6178,-0.8224,0.7969,0.0547,-1.1165,,-0.8771,-0.2315,0.1996,-1.1368,-0.7448,,,,,,,,,QC'd by NIEHS/NTP
1418,17389817,11910,CC1=C2C(=CC=C1)C=CC=N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080887-01/37961137,,Inactive,,,,0,,,,,,,4,,-0.2595,-0.7898,,1.1007,,-0.1478,0.9007,0.1893,0.4457,-0.6058,-0.6184,-1.2628,,-0.8672,-0.3477,0.2943,0.1266,-0.2595,,,,,,,,,QC'd by NIEHS/NTP
1419,17389818,7059,CC1=CC2=C(C=C1)N=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981099-01/37961028,,Inactive,,,,0,,,,,,,4,,3.0207,0.0947,,1.0607,,0.6239,0.8105,0.0032,0.5901,-0.3465,-0.172,-0.1952,,0.6019,0.7517,0.314,0.9578,3.0207,,,,,,,,,QC'd by NIEHS/NTP
